Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected
170	3.40678	0.323036	1	1.1504	1.31353	1.48895	1.676	1.8738	2.08128	2.29716	2.52	2.74821	2.98007	3.21379	3.44753	3.67941	3.90758	4.1302	4.34555	4.55196	4.74792	4.93202	5.10304	5.25992	5.40177	5.52786	5.63769	5.7309	5.8073	5.86688	5.90979	5.9363	5.94682	5.94187	5.92209	5.88818	5.84093	5.78116	5.70977	5.62766	5.53577	5.43502	5.32636	5.2107	5.08894	4.96197	4.83062	4.69571	4.55799	4.41818	4.27698	4.135	3.99283	3.85101	3.71001	3.5703	3.43226	3.29624	3.16257	3.0315	2.90329	2.77813	2.65619	2.5376	2.42247	2.31088	2.20291	2.09857	1.99789	1.90086	1.80748	1.71771	1.63151	1.54882	1.46958	1.39372	1.32116	1.25183	1.18562	1.12246	1.06225	1.00488	0.950267	0.898309	0.848908	0.801966	0.757387	0.715075	0.674934	0.636873	0.600802	0.566631	0.534275	0.50365	0.474675	0.447272	0.421365	0.39688	0.373748	0.3519	0.331272	0.311802	0.293428	0.276095	0.259748	0.244334	0.229804	0.216109	0.203206	0.19105	0.1796	0.168818	0.158666	0.14911	0.140116	0.131651	0.123687	0.116195	0.109148	0.102519	0.0962865	0.0904258	0.0849159	0.0797364	0.0748679	0.0702924	0.0659925	0.0619521	0.0581559	0.0545895	0.0512392	0.0480921	0.0451363	0.0423602	0.0397532	0.0373051	0.0350063	0.032848	0.0308216	0.0289192	0.0271334	0.025457	0.0238834	0.0224064	0.0210202	0.0197192	0.0184982	0.0173525	0.0162772	0.0152683	0.0143216	0.0134333	0.0125998	0.0118178	0.0110841	0.0103958	0.00975012	0.00914435	0.00857608	0.00804299	0.00754294	0.00707388	0.00663389
171	1.64404	0.199349	1	1.04024	1.07944	1.11742	1.15401	1.18906	1.22243	1.25397	1.28356	1.31109	1.33648	1.35962	1.38046	1.39895	1.41503	1.42868	1.4399	1.44868	1.45504	1.459	1.46059	1.45987	1.4569	1.45173	1.44445	1.43514	1.42388	1.41076	1.3959	1.37938	1.36131	1.34181	1.32097	1.29891	1.27573	1.25155	1.22647	1.20059	1.17402	1.14685	1.11919	1.09113	1.06275	1.03414	1.00538	0.976557	0.947734	0.918983	0.890367	0.861946	0.833775	0.805905	0.778383	0.751251	0.724547	0.698305	0.672556	0.647327	0.622641	0.598519	0.574976	0.552028	0.529685	0.507955	0.486845	0.466358	0.446496	0.427258	0.408642	0.390645	0.373261	0.356482	0.340302	0.324712	0.3097	0.295257	0.281371	0.268029	0.25522	0.242929	0.231143	0.219848	0.20903	0.198676	0.18877	0.179299	0.170247	0.161602	0.153349	0.145473	0.137962	0.130801	0.123977	0.117477	0.111288	0.105399	0.0997955	0.094467	0.0894015	0.0845879	0.0800152	0.0756729	0.0715507	0.0676388	0.0639275	0.0604077	0.0570705	0.0539074	0.05091	0.0480706	0.0453815	0.0428354	0.0404253	0.0381445	0.0359867	0.0339455	0.0320153	0.0301903	0.0284653	0.0268349	0.0252945	0.0238393	0.0224649	0.0211669	0.0199415	0.0187847	0.017693	0.0166627	0.0156907	0.0147738	0.0139089	0.0130933	0.0123242	0.0115992	0.0109158	0.0102716	0.00966463	0.00909266	0.00855379	0.00804617	0.00756803	0.00711774	0.0066937	0.00629443	0.00591854	0.00556468	0.0052316	0.00491811	0.0046231	0.00434549	0.00408428	0.00383853	0.00360735	0.00338988	0.00318534	0.00299297	0.00281206	0.00264194	0.00248198	0.00233158	0.00219019
172	2.52092	0.990502	1	1.09504	1.17775	1.24658	1.30077	1.34023	1.36549	1.37747	1.3774	1.36667	1.34677	1.31916	1.28526	1.24637	1.20369	1.15825	1.11098	1.06265	1.01393	0.965349	0.917352	0.87029	0.824436	0.779996	0.737121	0.695916	0.656445	0.618743	0.582818	0.548659	0.516237	0.485514	0.456439	0.428958	0.40301	0.378531	0.355456	0.33372	0.313258	0.294004	0.275896	0.258872	0.242873	0.227842	0.213724	0.200466	0.18802	0.176336	0.165371	0.155081	0.145426	0.136368	0.12787	0.119899	0.112422	0.10541	0.0988335	0.0926659	0.0868821	0.0814584	0.0763725	0.0716036	0.0671319	0.0629391	0.0590078	0.0553217	0.0518658	0.0486255	0.0455875	0.0427391	0.0400687	0.037565	0.0352177	0.033017	0.0309538	0.0290194	0.0272059	0.0255058	0.0239118	0.0224174	0.0210164	0.019703	0.0184716	0.0173172	0.0162349	0.0152203	0.0142691	0.0133773	0.0125412	0.0117574	0.0110226	0.0103337	0.00968783	0.00908235	0.00851471	0.00798255	0.00748364	0.00701592	0.00657743	0.00616634	0.00578095	0.00541964	0.00508091	0.00476336	0.00446565	0.00418655	0.00392489	0.00367958	0.00344961	0.00323401	0.00303188	0.00284239	0.00266474	0.0024982	0.00234206	0.00219568	0.00205845	0.0019298	0.00180918	0.00169611	0.0015901	0.00149072	0.00139755	0.0013102	0.00122832	0.00115155	0.00107958	0.0010121	0.000948846	0.000889543	0.000833947	0.000781825	0.000732961	0.000687151	0.000644204	0.000603941	0.000566195	0.000530808	0.000497632	0.00046653	0.000437372	0.000410036	0.000384409	0.000360383	0.000337859	0.000316743	0.000296947	0.000278388	0.000260988	0.000244677	0.000229384	0.000215048	0.000201607	0.000189007	0.000177194	0.000166119	0.000155737	0.000146003	0.000136878	0.000128323	0.000120303
173	2.28422	0.760257	1	1.08025	1.15228	1.21497	1.26757	1.3097	1.34131	1.36264	1.37415	1.37649	1.37044	1.35685	1.33661	1.31062	1.27978	1.24492	1.20684	1.16626	1.12385	1.08019	1.03579	0.991116	0.946542	0.902396	0.858949	0.816421	0.774991	0.734798	0.695947	0.658513	0.622547	0.588079	0.555121	0.523669	0.493708	0.465214	0.438152	0.412485	0.388167	0.365152	0.343391	0.322831	0.303422	0.285111	0.267847	0.251579	0.236257	0.221832	0.208257	0.195487	0.183478	0.172188	0.161578	0.151607	0.14224	0.133443	0.125181	0.117424	0.110141	0.103305	0.0968895	0.0908685	0.0852185	0.0799173	0.0749436	0.0702775	0.0659004	0.0617945	0.0579433	0.0543312	0.0509434	0.0477661	0.0447864	0.0419921	0.0393717	0.0369144	0.0346102	0.0324496	0.0304236	0.0285239	0.0267427	0.0250726	0.0235066	0.0220384	0.0206618	0.0193711	0.018161	0.0170264	0.0159626	0.0149653	0.0140303	0.0131536	0.0123318	0.0115612	0.0108388	0.0101615	0.0095265	0.00893119	0.00837307	0.00784982	0.00735926	0.00689936	0.00646819	0.00606396	0.00568499	0.00532971	0.00499662	0.00468435	0.00439159	0.00411713	0.00385982	0.00361859	0.00339244	0.00318042	0.00298165	0.0027953	0.0026206	0.00245681	0.00230327	0.00215931	0.00202436	0.00189784	0.00177923	0.00166803	0.00156377	0.00146604	0.00137441	0.00128851	0.00120798	0.00113248	0.0010617	0.000995347	0.000933138	0.000874817	0.000820141	0.000768883	0.000720828	0.000675776	0.00063354	0.000593944	0.000556823	0.000522021	0.000489395	0.000458808	0.000430132	0.000403249	0.000378046	0.000354418	0.000332267	0.0003115	0.000292032	0.00027378	0.000256669	0.000240627	0.000225588	0.000211488	0.00019827	0.000185878	0.000174261	0.00016337	0.000153159
174	3.62455	0.865222	1	1.16401	1.3264	1.48246	1.62799	1.7595	1.87437	1.97082	2.04793	2.10554	2.14412	2.16467	2.16852	2.1573	2.13276	2.09669	2.0509	1.99708	1.93684	1.87164	1.8028	1.73147	1.65866	1.58525	1.51196	1.4394	1.36806	1.29834	1.23055	1.16493	1.10166	1.04085	0.982569	0.926862	0.873731	0.823157	0.775099	0.729501	0.686297	0.645407	0.606751	0.570238	0.53578	0.503283	0.472657	0.443811	0.416654	0.3911	0.367064	0.344464	0.323221	0.303258	0.284505	0.26689	0.25035	0.23482	0.220242	0.206559	0.193717	0.181667	0.170361	0.159754	0.149802	0.140468	0.131712	0.1235	0.115797	0.108574	0.101799	0.0954465	0.0894891	0.0839027	0.0786644	0.0737526	0.069147	0.0648285	0.0607795	0.0569831	0.0534235	0.0500862	0.0469571	0.0440234	0.0412729	0.0386941	0.0362764	0.0340097	0.0318845	0.0298921	0.0280242	0.0262729	0.0246311	0.0230919	0.0216488	0.0202959	0.0190275	0.0178383	0.0167235	0.0156784	0.0146985	0.0137799	0.0129187	0.0121113	0.0113544	0.0106448	0.00997948	0.00935578	0.00877105	0.00822287	0.00770895	0.00722715	0.00677546	0.006352	0.005955	0.00558282	0.0052339	0.00490678	0.00460011	0.0043126	0.00404307	0.00379038	0.00355348	0.00333139	0.00312318	0.00292798	0.00274498	0.00257342	0.00241258	0.0022618	0.00212043	0.00198791	0.00186366	0.00174718	0.00163798	0.00153561	0.00143964	0.00134966	0.0012653	0.00118622	0.00111208	0.00104258	0.000977418	0.000916329	0.000859059	0.000805367	0.000755032	0.000707843	0.000663602	0.000622127	0.000583244	0.000546792	0.000512617	0.000480579	0.000450542	0.000422383	0.000395985	0.000371235	0.000348033	0.000326281	0.000305889	0.000286771	0.000268847
175	3.18002	0.424316	1	1.13623	1.27904	1.42703	1.57864	1.73223	1.88607	2.03842	2.18758	2.3319	2.46984	2.59999	2.7211	2.83209	2.93207	3.02036	3.09646	3.16005	3.21101	3.24939	3.27539	3.28932	3.29166	3.28295	3.26382	3.23499	3.19719	3.1512	3.09783	3.03786	2.9721	2.90131	2.82624	2.74763	2.66614	2.58242	2.49706	2.41062	2.32361	2.23647	2.14964	2.06348	1.97831	1.89444	1.81209	1.7315	1.65283	1.57624	1.50185	1.42975	1.36001	1.29268	1.22779	1.16536	1.10538	1.04785	0.992722	0.939977	0.889567	0.841442	0.795546	0.751817	0.710191	0.670602	0.632979	0.597251	0.563349	0.531199	0.500732	0.471875	0.444559	0.418716	0.394278	0.371179	0.349357	0.328749	0.309296	0.290939	0.273623	0.257294	0.241901	0.227395	0.213728	0.200855	0.188734	0.177322	0.166582	0.156474	0.146965	0.138021	0.129608	0.121698	0.114261	0.10727	0.1007	0.0945248	0.0887227	0.0832715	0.0781505	0.0733403	0.0688225	0.0645796	0.0605955	0.0568545	0.0533422	0.0500448	0.0469495	0.044044	0.0413168	0.0387573	0.0363551	0.0341009	0.0319855	0.0300006	0.0281381	0.0263907	0.0247512	0.023213	0.0217701	0.0204164	0.0191465	0.0179553	0.016838	0.0157899	0.0148069	0.0138849	0.0130201	0.012209	0.0114484	0.010735	0.0100659	0.00943846	0.00885004	0.00829823	0.00778076	0.0072955	0.00684045	0.00641374	0.00601361	0.00563841	0.00528658	0.00495668	0.00464734	0.00435728	0.00408531	0.00383029	0.00359118	0.00336698	0.00315676	0.00295966	0.00277486	0.00260158	0.00243912	0.0022868	0.00214398	0.00201008	0.00188454	0.00176683	0.00165647	0.001553	0.00145599
176	3.54064	0.68506	1	1.15877	1.32078	1.48256	1.64065	1.79184	1.93322	2.06233	2.17722	2.27647	2.35915	2.42486	2.47363	2.50587	2.52232	2.52394	2.51191	2.48751	2.45209	2.40704	2.35371	2.29343	2.22745	2.15692	2.08293	2.00645	1.92834	1.84938	1.77023	1.69149	1.61363	1.53709	1.46219	1.38921	1.31838	1.24986	1.18378	1.12021	1.05921	1.0008	0.944985	0.891736	0.841018	0.79278	0.746959	0.703485	0.662283	0.623271	0.586365	0.551479	0.518527	0.487422	0.458078	0.43041	0.404336	0.379775	0.356649	0.334882	0.314402	0.295137	0.277023	0.259993	0.243987	0.228947	0.214818	0.201546	0.189081	0.177377	0.166388	0.156073	0.14639	0.137302	0.128773	0.12077	0.11326	0.106215	0.0996048	0.0934039	0.0875871	0.0821308	0.077013	0.0722129	0.0677109	0.0634887	0.0595289	0.0558155	0.0523331	0.0490676	0.0460053	0.0431338	0.0404413	0.0379165	0.0355492	0.0333294	0.0312481	0.0292966	0.0274669	0.0257514	0.0241429	0.0226348	0.0212208	0.0198951	0.0186522	0.0174869	0.0163943	0.01537	0.0144097	0.0135093	0.0126652	0.0118738	0.0111318	0.0104362	0.00978405	0.00917264	0.00859943	0.00806204	0.00755822	0.00708588	0.00664306	0.00622791	0.0058387	0.00547381	0.00513172	0.004811	0.00451033	0.00422845	0.00396419	0.00371644	0.00348417	0.00326642	0.00306227	0.00287089	0.00269146	0.00252325	0.00236555	0.00221771	0.0020791	0.00194916	0.00182734	0.00171313	0.00160606	0.00150569	0.00141158	0.00132336	0.00124065	0.00116311	0.00109042	0.00102227	0.000958375	0.000898477	0.000842322	0.000789677	0.000740323	0.000694053	0.000650675	0.000610008	0.000571882	0.00053614	0.000502631	0.000471217	0.000441766
177	3.30415	0.357391	1	1.14399	1.29815	1.46165	1.63342	1.81223	1.99669	2.18525	2.37629	2.56809	2.75893	2.94707	3.13081	3.30852	3.47866	3.63982	3.79072	3.93025	4.05744	4.17152	4.27189	4.35813	4.42997	4.48734	4.5303	4.55904	4.57392	4.57539	4.56398	4.54034	4.50518	4.45924	4.40333	4.33827	4.26491	4.18408	4.09663	4.00338	3.90513	3.80266	3.6967	3.58797	3.47713	3.36479	3.25153	3.13789	3.02435	2.91137	2.79932	2.68859	2.57947	2.47225	2.36718	2.26445	2.16425	2.06672	1.97197	1.88009	1.79116	1.70522	1.62229	1.54239	1.46551	1.39164	1.32073	1.25276	1.18767	1.1254	1.06589	1.00906	0.954857	0.903186	0.853973	0.807136	0.762591	0.720256	0.680046	0.641878	0.605669	0.571339	0.538805	0.50799	0.478817	0.451211	0.425099	0.40041	0.377076	0.355031	0.33421	0.314553	0.296	0.278495	0.261983	0.246413	0.231734	0.2179	0.204864	0.192583	0.181017	0.170125	0.159872	0.15022	0.141136	0.13259	0.124549	0.116985	0.109872	0.103182	0.096893	0.0909803	0.0854223	0.0801985	0.0752894	0.0706764	0.0663421	0.0622702	0.0584451	0.0548521	0.0514775	0.0483083	0.0453322	0.0425376	0.0399137	0.0374501	0.0351374	0.0329662	0.0309282	0.0290153	0.0272198	0.0255347	0.0239532	0.0224691	0.0210763	0.0197695	0.0185432	0.0173926	0.016313	0.0153001	0.0143499	0.0134584	0.0126221	0.0118375	0.0111015	0.0104111	0.00976356	0.00915611	0.00858635	0.00805193	0.00755069	0.00708056	0.00663963	0.00622609	0.00583825	0.00547451	0.00513339	0.00481348	0.00451347	0.00423212	0.00396828	0.00372085	0.00348884
178	3.28361	0.98732	1	1.14271	1.27683	1.39835	1.50422	1.59244	1.66201	1.71284	1.74555	1.76129	1.76163	1.74833	1.72327	1.68832	1.64529	1.59583	1.54147	1.48355	1.42324	1.36154	1.2993	1.23722	1.17585	1.11565	1.05698	1.0001	0.945211	0.892445	0.841889	0.793589	0.747557	0.703781	0.662226	0.622842	0.585568	0.550332	0.517059	0.485667	0.456074	0.428196	0.401949	0.377252	0.354022	0.332183	0.311658	0.292373	0.27426	0.25725	0.24128	0.226289	0.212219	0.199015	0.186626	0.175002	0.164098	0.153869	0.144275	0.135276	0.126837	0.118922	0.1115	0.104539	0.0980125	0.0918924	0.0861538	0.080773	0.0757279	0.0709975	0.0665623	0.0624039	0.0585051	0.0548497	0.0514226	0.0482095	0.0451971	0.0423728	0.0397249	0.0372425	0.0349151	0.0327332	0.0306876	0.0287698	0.0269718	0.0252862	0.0237059	0.0222243	0.0208354	0.0195332	0.0183124	0.0171679	0.016095	0.0150891	0.014146	0.0132619	0.012433	0.011656	0.0109275	0.0102445	0.00960426	0.009004	0.00844125	0.00791368	0.00741907	0.00695538	0.00652067	0.00611313	0.00573106	0.00537287	0.00503707	0.00472225	0.00442711	0.00415042	0.00389102	0.00364783	0.00341984	0.0032061	0.00300572	0.00281786	0.00264175	0.00247664	0.00232185	0.00217673	0.00204069	0.00191314	0.00179357	0.00168147	0.00157638	0.00147786	0.00138549	0.0012989	0.00121772	0.00114161	0.00107026	0.00100337	0.000940658	0.000881867	0.00082675	0.000775078	0.000726636	0.000681221	0.000638645	0.000598729	0.000561309	0.000526227	0.000493338	0.000462504	0.000433598	0.000406498	0.000381092	0.000357274	0.000334944	0.00031401	0.000294384	0.000275985	0.000258736	0.000242565	0.000227405	0.000213192	0.000199868	0.000187376	0.000175665
179	1.88709	0.0188556	1	1.05543	1.11364	1.17475	1.23888	1.30618	1.37676	1.45078	1.52838	1.60971	1.69493	1.78419	1.87766	1.97552	2.07793	2.1851	2.29719	2.41442	2.53697	2.66505	2.79889	2.93869	3.08469	3.23711	3.39619	3.56219	3.73534	3.91592	4.10419	4.30042	4.50488	4.71788	4.9397	5.17064	5.41101	5.66114	5.92133	6.19193	6.47327	6.76569	7.06955	7.38521	7.71303	8.05339	8.40666	8.77324	9.15352	9.5479	9.95678	10.3806	10.8197	11.2746	11.7457	12.2335	12.7383	13.2607	13.801	14.3597	14.9374	15.5344	16.1513	16.7884	17.4463	18.1255	18.8264	19.5495	20.2953	21.0643	21.8569	22.6736	23.5149	24.3813	25.2732	26.1912	27.1356	28.1069	29.1056	30.1322	31.1869	32.2704	33.3829	34.525	35.6969	36.8991	38.1319	39.3956	40.6907	42.0175	43.3761	44.7669	46.1902	47.6462	49.1351	50.657	52.2122	53.8008	55.4228	57.0784	58.7675	60.4903	62.2466	64.0364	65.8596	67.716	69.6056	71.528	73.483	75.4703	77.4896	79.5405	81.6225	83.7351	85.8779	88.0502	90.2514	92.4808	94.7377	97.0212	99.3307	101.665	104.023	106.405	108.808	111.232	113.676	116.139	118.618	121.114	123.623	126.146	128.681	131.226	133.779	136.339	138.904	141.473	144.043	146.613	149.182	151.746	154.305	156.856	159.398	161.928	164.445	166.946	169.429	171.892	174.333	176.751	179.143	181.506	183.839	186.14	188.406	190.636	192.828	194.979	197.087	199.151	201.169
180	3.22725	0.471121	1	1.13918	1.2842	1.43333	1.58468	1.73632	1.88629	2.03266	2.17362	2.30745	2.43266	2.54792	2.65214	2.74446	2.82425	2.89111	2.94487	2.98556	3.01337	3.02869	3.03202	3.02398	3.0053	2.97675	2.93917	2.89343	2.84039	2.78093	2.7159	2.64613	2.57241	2.49549	2.41607	2.33482	2.25232	2.16913	2.08575	2.00262	1.92012	1.83862	1.7584	1.67972	1.60281	1.52784	1.45496	1.38429	1.31592	1.24991	1.1863	1.12511	1.06636	1.01003	0.956101	0.904537	0.855298	0.808333	0.763585	0.720993	0.680492	0.642012	0.605483	0.570832	0.537988	0.506875	0.477423	0.449558	0.423211	0.39831	0.374789	0.35258	0.33162	0.311847	0.2932	0.275621	0.259054	0.243447	0.228748	0.214908	0.20188	0.189619	0.178084	0.167232	0.157027	0.14743	0.138408	0.129928	0.121957	0.114468	0.107431	0.10082	0.09461	0.0887776	0.0833003	0.078157	0.0733278	0.0687939	0.0645376	0.0605423	0.0567922	0.0532725	0.0499693	0.0468694	0.0439606	0.0412312	0.0386702	0.0362674	0.0340132	0.0318983	0.0299144	0.0280533	0.0263075	0.02467	0.023134	0.0216933	0.020342	0.0190747	0.0178861	0.0167714	0.0157259	0.0147455	0.0138261	0.0129639	0.0121553	0.0113971	0.0106861	0.0100194	0.00939418	0.00880795	0.00825825	0.00774281	0.0072595	0.00680633	0.00638142	0.005983	0.00560944	0.00525918	0.00493078	0.00462286	0.00433416	0.00406347	0.00380968	0.00357174	0.00334864	0.00313947	0.00294336	0.0027595	0.00258711	0.00242549	0.00227396	0.0021319	0.0019987	0.00187383	0.00175676	0.00164699	0.00154409	0.00144761	0.00135716	0.00127236	0.00119285	0.00111832	0.00104843
181	2.43853	0.41447	1	1.08989	1.17926	1.26712	1.35253	1.4346	1.51248	1.58543	1.65281	1.71405	1.76872	1.81648	1.8571	1.89046	1.91653	1.93538	1.94716	1.95209	1.95045	1.94258	1.92885	1.90968	1.8855	1.85675	1.82389	1.78737	1.74765	1.70517	1.66034	1.61357	1.56525	1.51574	1.46537	1.41444	1.36326	1.31206	1.2611	1.21056	1.16065	1.11151	1.06329	1.01611	0.97007	0.925251	0.881721	0.839532	0.798725	0.759327	0.721353	0.684812	0.649701	0.616013	0.583731	0.552836	0.523302	0.495099	0.468195	0.442556	0.418143	0.394918	0.37284	0.35187	0.331965	0.313083	0.295185	0.278228	0.262173	0.246978	0.232607	0.219019	0.206179	0.19405	0.182598	0.171789	0.16159	0.151971	0.1429	0.134351	0.126294	0.118704	0.111555	0.104823	0.0984863	0.092522	0.0869096	0.0816294	0.0766626	0.0719914	0.067599	0.0634694	0.0595874	0.0559387	0.0525098	0.0492878	0.0462605	0.0434167	0.0407453	0.0382363	0.0358799	0.0336671	0.0315894	0.0296386	0.0278071	0.0260877	0.0244738	0.0229589	0.0215371	0.0202027	0.0189504	0.0177752	0.0166725	0.0156377	0.0146669	0.013756	0.0129013	0.0120996	0.0113474	0.0106418	0.00997989	0.009359	0.0087766	0.00823031	0.00771792	0.00723734	0.00678659	0.00636384	0.00596735	0.00559551	0.00524678	0.00491973	0.00461303	0.00432542	0.0040557	0.00380277	0.00356558	0.00334317	0.00313461	0.00293904	0.00275565	0.0025837	0.00242246	0.00227127	0.00212951	0.00199658	0.00187195	0.00175508	0.00164551	0.00154277	0.00144644	0.00135612	0.00127144	0.00119204	0.0011176	0.0010478	0.00098236	0.000921004	0.000863478	0.000809543	0.000758976	0.000711565	0.000667116
182	2.89482	0.332478	1	1.11841	1.24242	1.37124	1.50393	1.6395	1.77688	1.91496	2.05261	2.18868	2.32204	2.45161	2.57634	2.69527	2.80749	2.91223	3.00878	3.09656	3.17508	3.24398	3.30301	3.35203	3.39098	3.41992	3.439	3.44844	3.44854	3.43967	3.42224	3.39672	3.3636	3.32343	3.27674	3.2241	3.16607	3.10322	3.03612	2.9653	2.8913	2.81462	2.73577	2.6552	2.57335	2.49064	2.40743	2.32409	2.24095	2.15828	2.07636	1.99544	1.91571	1.83738	1.76059	1.6855	1.61222	1.54085	1.47147	1.40414	1.33892	1.27583	1.2149	1.15614	1.09954	1.04509	0.992771	0.942559	0.894419	0.848313	0.804198	0.762026	0.721746	0.683307	0.646652	0.611725	0.578469	0.546826	0.516736	0.488141	0.460983	0.435205	0.410749	0.38756	0.365582	0.344763	0.32505	0.306392	0.28874	0.272046	0.256265	0.241351	0.227262	0.213957	0.201395	0.189539	0.178353	0.167801	0.15785	0.148468	0.139624	0.131291	0.123439	0.116044	0.109079	0.10252	0.0963461	0.0905347	0.0850656	0.0799195	0.075078	0.0705239	0.0662406	0.0622126	0.0584252	0.0548644	0.051517	0.0483707	0.0454137	0.0426349	0.0400238	0.0375705	0.0352657	0.0331006	0.0310669	0.0291568	0.0273629	0.0256783	0.0240964	0.022611	0.0212164	0.0199071	0.0186779	0.0175241	0.016441	0.0154243	0.0144701	0.0135746	0.0127341	0.0119454	0.0112052	0.0105107	0.00985895	0.00924743	0.00867366	0.00813533	0.00763026	0.00715642	0.00671188	0.00629485	0.00590364	0.00553665	0.0051924	0.00486948	0.00456658	0.00428247	0.00401598	0.00376603	0.0035316	0.00331172	0.0031055	0.00291209	0.0027307
183	2.67233	0.257523	1	1.1045	1.21399	1.328	1.44604	1.56751	1.69179	1.8182	1.94601	2.07448	2.20284	2.33032	2.45613	2.57951	2.69972	2.81604	2.92778	3.03431	3.13505	3.22945	3.31706	3.39745	3.4703	3.53531	3.59228	3.64105	3.68156	3.71378	3.73774	3.75354	3.76134	3.76132	3.75371	3.7388	3.71689	3.68832	3.65344	3.61265	3.56633	3.51489	3.45875	3.39831	3.33399	3.26621	3.19536	3.12184	3.04604	2.96833	2.88906	2.80857	2.72719	2.64522	2.56295	2.48064	2.39854	2.31689	2.23589	2.15575	2.07662	1.99867	1.92204	1.84685	1.77321	1.70121	1.63094	1.56245	1.49581	1.43106	1.36822	1.30732	1.24838	1.19139	1.13636	1.08327	1.03211	0.982862	0.935494	0.889979	0.84628	0.804363	0.764185	0.725706	0.68888	0.653662	0.620005	0.587862	0.557183	0.52792	0.500024	0.473447	0.44814	0.424055	0.401145	0.379363	0.358664	0.339003	0.320335	0.302619	0.285813	0.269875	0.254768	0.240454	0.226894	0.214055	0.201901	0.1904	0.179521	0.169232	0.159504	0.15031	0.141623	0.133416	0.125665	0.118346	0.111438	0.104918	0.0987659	0.0929623	0.0874886	0.082327	0.0774606	0.0728734	0.0685502	0.0644765	0.0606384	0.057023	0.0536179	0.0504114	0.0473922	0.0445498	0.0418743	0.0393562	0.0369865	0.0347568	0.032659	0.0306856	0.0288294	0.0270836	0.0254418	0.023898	0.0224465	0.0210818	0.019799	0.0185932	0.0174599	0.0163947	0.0153938	0.0144533	0.0135695	0.0127392	0.0119592	0.0112265	0.0105382	0.00989167	0.00928446	0.0087142	0.00817865	0.00767575	0.00720352	0.00676012	0.0063438
