Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected
15	3.43855	0.217464	1	1.15239	1.32126	1.50737	1.71134	1.93371	2.17484	2.43496	2.71411	3.01217	3.32882	3.66356	4.01568	4.38428	4.76826	5.16636	5.57711	5.9989	6.42996	6.86841	7.31223	7.75932	8.20753	8.65462	9.09837	9.53655	9.96693	10.3874	10.7957	11.19	11.5683	11.9289	12.2701	12.5903	12.8883	13.1628	13.4129	13.6377	13.8366	14.0091	14.1549	14.2738	14.3659	14.4314	14.4706	14.4839	14.472	14.4356	14.3754	14.2925	14.1877	14.0622	13.917	13.7534	13.5726	13.3757	13.164	12.9388	12.7013	12.4528	12.1945	11.9275	11.6531	11.3724	11.0864	10.7963	10.5031	10.2076	9.9108	9.61356	9.31668	9.0209	8.72691	8.43536	8.14683	7.86186	7.58095	7.30451	7.03296	6.76663	6.50584	6.25083	6.00184	5.75905	5.52262	5.29266	5.06925	4.85248	4.64235	4.4389	4.2421	4.05192	3.86832	3.69122	3.52055	3.3562	3.19809	3.04608	2.90005	2.75987	2.62541	2.49651	2.37302	2.25481	2.1417	2.03354	1.93019	1.83147	1.73724	1.64733	1.56159	1.47987	1.40202	1.32789	1.25733	1.19019	1.12635	1.06566	1.00799	0.953212	0.901199	0.851829	0.804985	0.760553	0.718422	0.678486	0.640643	0.604793	0.570842	0.538698	0.508273	0.479483	0.452248	0.426489	0.402134	0.37911	0.357351	0.33679	0.317368	0.299023	0.281701	0.265347	0.249911	0.235343	0.221597	0.20863	0.196399	0.184864	0.173988	0.163734	0.154069	0.14496	0.136376	0.128288	0.120668	0.113491	0.106732	0.100366	0.0943729	0.0887301	0.0834181
16	2.76688	0.872085	1	1.11041	1.21208	1.3027	1.3806	1.44475	1.49471	1.53058	1.55287	1.56244	1.56037	1.54789	1.52632	1.49696	1.46111	1.41997	1.37468	1.32624	1.27557	1.22345	1.17058	1.11753	1.06479	1.01276	0.961771	0.912073	0.863867	0.817299	0.772477	0.729467	0.68831	0.649019	0.611587	0.575992	0.542199	0.510162	0.479829	0.451139	0.424032	0.398442	0.374303	0.351549	0.330112	0.309927	0.290931	0.273061	0.256256	0.240459	0.225614	0.211666	0.198564	0.186261	0.174709	0.163864	0.153685	0.144132	0.135167	0.126756	0.118864	0.11146	0.104515	0.098001	0.0918907	0.0861599	0.0807853	0.0757449	0.071018	0.0665854	0.0624289	0.0585313	0.0548766	0.0514497	0.0482366	0.0452238	0.0423991	0.0397506	0.0372673	0.0349391	0.0327563	0.0307097	0.0287909	0.026992	0.0253054	0.0237241	0.0222417	0.0208518	0.0195488	0.0183271	0.0171818	0.0161081	0.0151014	0.0141577	0.0132729	0.0124434	0.0116657	0.0109366	0.0102531	0.00961233	0.00901159	0.00844838	0.00792037	0.00742536	0.00696129	0.00652622	0.00611834	0.00573595	0.00537746	0.00504137	0.00472629	0.0044309	0.00415397	0.00389435	0.00365095	0.00342277	0.00320885	0.0030083	0.00282028	0.00264401	0.00247876	0.00232384	0.0021786	0.00204244	0.00191479	0.00179511	0.00168292	0.00157774	0.00147913	0.00138668	0.00130001	0.00121876	0.00114259	0.00107118	0.00100423	0.000941466	0.000882625	0.000827461	0.000775744	0.00072726	0.000681807	0.000639194	0.000599244	0.000561791	0.000526679	0.000493762	0.000462902	0.000433971	0.000406847	0.000381419	0.000357581	0.000335232	0.00031428	0.000294637	0.000276223	0.000258959	0.000242774	0.0002276	0.000213375	0.000200039	0.000187537	0.000175816	0.000164827
17	1.92539	0.840892	1	1.05782	1.10561	1.14304	1.17017	1.18732	1.1951	1.19425	1.18565	1.17022	1.1489	1.12262	1.09226	1.05865	1.02255	0.984625	0.945477	0.905624	0.865514	0.825524	0.785967	0.747101	0.709132	0.672222	0.636495	0.602041	0.568922	0.537177	0.506825	0.477869	0.450297	0.424089	0.399214	0.375638	0.353317	0.332209	0.312265	0.293438	0.275678	0.258935	0.243161	0.228308	0.214328	0.201175	0.188806	0.177177	0.166247	0.155978	0.146331	0.13727	0.128762	0.120775	0.113277	0.106239	0.0996347	0.0934373	0.0876225	0.0821671	0.0770492	0.0722484	0.0677453	0.0635216	0.0595602	0.055845	0.0523609	0.0490935	0.0460295	0.0431563	0.040462	0.0379357	0.0355669	0.0333457	0.0312631	0.0293105	0.0274796	0.025763	0.0241536	0.0226446	0.0212299	0.0199034	0.0186598	0.0174939	0.0164008	0.015376	0.0144152	0.0135144	0.0126698	0.0118781	0.0111358	0.0104399	0.00978746	0.0091758	0.00860235	0.00806474	0.00756073	0.00708821	0.00664522	0.00622991	0.00584056	0.00547554	0.00513333	0.0048125	0.00451173	0.00422975	0.0039654	0.00371757	0.00348522	0.0032674	0.00306319	0.00287174	0.00269226	0.002524	0.00236625	0.00221836	0.00207971	0.00194973	0.00182787	0.00171363	0.00160653	0.00150612	0.00141199	0.00132374	0.00124101	0.00116344	0.00109073	0.00102256	0.000958649	0.000898734	0.000842563	0.000789903	0.000740534	0.000694251	0.00065086	0.000610181	0.000572045	0.000536292	0.000502774	0.000471351	0.000441891	0.000414273	0.000388381	0.000364107	0.00034135	0.000320016	0.000300015	0.000281264	0.000263685	0.000247205	0.000231754	0.00021727	0.00020369	0.00019096	0.000179025	0.000167836	0.000157346	0.000147512	0.000138292	0.000129649	0.000121546	0.000113949	0.000106828
18	1.89517	0.0661156	1	1.05594	1.11397	1.1741	1.23635	1.30072	1.36721	1.43581	1.50651	1.5793	1.65415	1.73105	1.80996	1.89085	1.97367	2.05838	2.14493	2.23326	2.32331	2.415	2.50828	2.60305	2.69924	2.79675	2.89551	2.99539	3.09632	3.19817	3.30083	3.40421	3.50816	3.61258	3.71735	3.82232	3.92737	4.03238	4.1372	4.24171	4.34576	4.44922	4.55195	4.6538	4.75466	4.85437	4.95279	5.04981	5.14527	5.23905	5.33102	5.42105	5.50901	5.59479	5.67827	5.75933	5.83787	5.91377	5.98694	6.05728	6.12469	6.1891	6.25041	6.30856	6.36347	6.41509	6.46334	6.50818	6.54957	6.58745	6.6218	6.65259	6.6798	6.70341	6.7234	6.73979	6.75256	6.76172	6.7673	6.7693	6.76776	6.7627	6.75416	6.74218	6.72681	6.70809	6.68608	6.66084	6.63243	6.60091	6.56637	6.52887	6.48849	6.44532	6.39943	6.35091	6.29984	6.24633	6.19046	6.13233	6.07202	6.00964	5.94529	5.87906	5.81105	5.74136	5.67009	5.59733	5.5232	5.44778	5.37117	5.29348	5.21479	5.1352	5.05481	4.9737	4.89197	4.80971	4.727	4.64394	4.56059	4.47706	4.3934	4.30971	4.22606	4.14252	4.05915	3.97603	3.89323	3.8108	3.72881	3.64731	3.56637	3.48602	3.40633	3.32733	3.24909	3.17163	3.095	3.01923	2.94437	2.87045	2.79748	2.72552	2.65457	2.58466	2.51582	2.44807	2.38142	2.31588	2.25148	2.18822	2.12612	2.06517	2.0054	1.94679	1.88936	1.83311	1.77804	1.72414	1.67142	1.61986	1.56948
19	3.15683	0.0809792	1	1.13478	1.28546	1.4536	1.64088	1.8491	2.08019	2.33619	2.6193	2.93182	3.27621	3.65505	4.07106	4.5271	5.02617	5.57139	6.16602	6.81343	7.51713	8.28073	9.10794	10.0026	10.9685	12.0097	13.1302	14.3341	15.6254	17.0082	18.4866	20.0646	21.7462	23.5353	25.4356	27.4508	29.5843	31.8394	34.2191	36.7261	39.363	42.1319	45.0346	48.0724	51.2464	54.5569	58.0042	61.5876	65.3062	69.1583	73.1418	77.2538	81.4909	85.849	90.3234	94.9086	99.5987	104.387	109.266	114.227	119.262	124.362	129.517	134.716	139.949	145.203	150.468	155.731	160.978	166.199	171.379	176.505	181.564	186.543	191.429	196.208	200.868	205.397	209.781	214.01	218.071	221.955	225.651	229.149	232.442	235.519	238.376	241.004	243.398	245.554	247.467	249.135	250.556	251.727	252.649	253.323	253.748	253.929	253.866	253.565	253.028	252.262	251.271	250.062	248.641	247.015	245.192	243.181	240.988	238.622	236.093	233.409	230.579	227.612	224.518	221.305	217.983	214.561	211.047	207.452	203.783	200.049	196.259	192.42	188.54	184.628	180.69	176.734	172.766	168.793	164.821	160.857	156.905	152.971	149.059	145.176	141.324	137.509	133.734	130.002	126.317	122.682	119.099	115.571	112.1	108.688	105.337	102.049	98.8237	95.6638	92.5696	89.5419	86.5815	83.6886	80.8635	78.1065	75.4174	72.7963	70.2428	67.7566	65.3372	62.9842	60.6969
20	2.41694	0.693981	1	1.08854	1.17066	1.24497	1.31038	1.36615	1.41183	1.4473	1.47265	1.48822	1.49452	1.49219	1.48197	1.46467	1.44111	1.41213	1.37853	1.34111	1.30058	1.25764	1.2129	1.16692	1.12019	1.07315	1.02617	0.979586	0.933662	0.888625	0.844661	0.801917	0.760509	0.720523	0.682018	0.645035	0.609595	0.575702	0.543349	0.512517	0.483178	0.455299	0.428839	0.403753	0.379995	0.357514	0.336259	0.316179	0.297222	0.279336	0.26247	0.246574	0.231599	0.217499	0.204226	0.191737	0.179989	0.168942	0.158557	0.148796	0.139623	0.131006	0.122912	0.11531	0.108171	0.10147	0.0951781	0.0892726	0.0837301	0.0785286	0.0736477	0.0690679	0.0647711	0.0607399	0.0569583	0.0534109	0.0500834	0.0469624	0.0440351	0.0412896	0.0387148	0.0363	0.0340355	0.0319119	0.0299205	0.0280531	0.026302	0.0246601	0.0231205	0.0216769	0.0203233	0.0190542	0.0178642	0.0167484	0.0157023	0.0147215	0.0138019	0.0129397	0.0121313	0.0113734	0.0106628	0.00999659	0.00937199	0.00878641	0.0082374	0.00772268	0.00724011	0.00678769	0.00636354	0.00596588	0.00559307	0.00524355	0.00491586	0.00460866	0.00432065	0.00405063	0.00379749	0.00356016	0.00333767	0.00312908	0.00293352	0.00275019	0.00257831	0.00241717	0.0022661	0.00212448	0.0019917	0.00186723	0.00175053	0.00164112	0.00153855	0.0014424	0.00135225	0.00126773	0.0011885	0.00111422	0.00104458	0.000979299	0.000918093	0.000860713	0.000806919	0.000756487	0.000709207	0.000664882	0.000623327	0.000584369	0.000547846	0.000513606	0.000481506	0.000451412	0.000423199	0.000396749	0.000371952	0.000348705	0.000326911	0.000306479	0.000287324	0.000269367	0.000252531	0.000236748	0.000221951	0.000208079	0.000195075
21	3.21902	0.120069	1	1.13867	1.29312	1.46468	1.6547	1.86458	2.09578	2.34976	2.62803	2.93209	3.26346	3.62365	4.01415	4.43643	4.8919	5.38193	5.90783	6.47081	7.07199	7.71238	8.39289	9.11425	9.87707	10.6818	11.5287	12.4179	13.3492	14.3224	15.3369	16.392	17.4867	18.6198	19.7899	20.9954	22.2344	23.5049	24.8045	26.1307	27.4808	28.8519	30.241	31.6448	33.06	34.4829	35.9101	37.3378	38.7621	40.1793	41.5855	42.9768	44.3492	45.6991	47.0224	48.3156	49.575	50.797	51.9783	53.1157	54.2059	55.2462	56.2338	57.1661	58.041	58.8563	59.6102	60.301	60.9274	61.4883	61.9828	62.4102	62.7702	63.0625	63.2873	63.4448	63.5356	63.5604	63.5201	63.4158	63.2488	63.0206	62.7328	62.3872	61.9856	61.5301	61.0227	60.4658	59.8615	59.2123	58.5206	57.7887	57.0192	56.2147	55.3775	54.5103	53.6154	52.6955	51.7529	50.7901	49.8094	48.8131	47.8036	46.7829	45.7534	44.7169	43.6755	42.6312	41.5856	40.5407	39.498	38.4591	37.4256	36.3988	35.38	34.3706	33.3715	32.3841	31.4091	30.4475	29.5002	28.5679	27.6513	26.751	25.8675	25.0014	24.153	23.3227	22.5108	21.7174	20.9429	20.1874	19.4508	18.7334	18.035	17.3556	16.6952	16.0537	15.4309	14.8267	14.2408	13.673	13.1232	12.591	12.0761	11.5783	11.0973	10.6327	10.1843	9.75158	9.33429	8.93206	8.54453	8.17133	7.8121	7.46647	7.13405	6.8145	6.50743	6.21247	5.92927	5.65747	5.39669
22	3.91877	0.591823	1	1.1824	1.37664	1.57968	1.78812	1.99833	2.20662	2.40938	2.60323	2.78513	2.95244	3.103	3.23517	3.34778	3.44019	3.5122	3.56401	3.59619	3.60961	3.60537	3.58476	3.5492	3.50016	3.43918	3.36778	3.28745	3.19963	3.10568	3.00686	2.90436	2.79924	2.69247	2.58492	2.47734	2.37042	2.26471	2.16072	2.05884	1.95944	1.86277	1.76905	1.67845	1.59109	1.50705	1.42636	1.34905	1.2751	1.20448	1.13714	1.073	1.012	0.954048	0.899042	0.846885	0.797472	0.750698	0.706453	0.66463	0.625121	0.587819	0.55262	0.519421	0.488124	0.458631	0.43085	0.40469	0.380065	0.356893	0.335092	0.314588	0.295309	0.277184	0.260148	0.24414	0.229099	0.21497	0.201699	0.189236	0.177533	0.166545	0.15623	0.146547	0.137458	0.128929	0.120924	0.113413	0.106364	0.0997517	0.0935476	0.0877272	0.0822672	0.0771453	0.072341	0.0678347	0.0636081	0.0596439	0.0559259	0.0524391	0.049169	0.0461024	0.0432266	0.0405298	0.0380009	0.0356295	0.0334058	0.0313207	0.0293655	0.0275323	0.0258133	0.0242015	0.0226903	0.0212733	0.0199448	0.0186991	0.0175312	0.0164362	0.0154095	0.0144469	0.0135444	0.0126983	0.0119049	0.0111612	0.0104638	0.00981007	0.00919713	0.00862247	0.00808371	0.0075786	0.00710505	0.00666107	0.00624484	0.0058546	0.00548875	0.00514576	0.00482419	0.00452272	0.00424009	0.00397511	0.00372669	0.0034938	0.00327545	0.00307075	0.00287885	0.00269893	0.00253026	0.00237213	0.00222388	0.00208489	0.00195459	0.00183244	0.00171791	0.00161055	0.00150989	0.00141553	0.00132706	0.00124412	0.00116637	0.00109347	0.00102513	0.00096106	0.000900995
23	3.11663	0.112471	1	1.13227	1.27893	1.44113	1.62006	1.81694	2.03303	2.26963	2.52804	2.80959	3.1156	3.4474	3.80631	4.19362	4.61062	5.05852	5.5385	6.05169	6.59913	7.18178	7.80051	8.45607	9.14913	9.88019	10.6496	11.4577	12.3044	13.1898	14.1135	15.0751	16.074	17.1094	18.1803	19.2855	20.4235	21.593	22.792	24.0186	25.2707	26.546	27.8421	29.1562	30.4857	31.8276	33.1789	34.5364	35.8969	37.2572	38.6138	39.9634	41.3024	42.6275	43.9351	45.2219	46.4845	47.7195	48.9238	50.0941	51.2274	52.3208	53.3715	54.3768	55.3343	56.2416	57.0967	57.8975	58.6423	59.3296	59.958	60.5263	61.0338	61.4795	61.8631	62.1842	62.4427	62.6387	62.7726	62.8447	62.8558	62.8067	62.6983	62.532	62.3088	62.0304	61.6983	61.3141	60.8796	60.3968	59.8675	59.2939	58.678	58.022	57.328	56.5984	55.8352	55.0409	54.2176	53.3676	52.4932	51.5966	50.6799	49.7454	48.7951	47.8312	46.8556	45.8703	44.8773	43.8784	42.8753	41.8698	40.8635	39.8581	38.8549	37.8555	36.8611	35.8732	34.8927	33.921	32.959	32.0077	31.068	30.1408	29.2269	28.3269	27.4414	26.5712	25.7165	24.878	24.056	23.2509	22.4629	21.6923	20.9392	20.2039	19.4864	18.7868	18.105	17.4412	16.7952	16.167	15.5564	14.9634	14.3877	13.8293	13.2878	12.763	12.2548	11.7629	11.2869	10.8266	10.3818	9.95202	9.53707	9.13659	8.75026	8.37775	8.01871	7.67283	7.33975	7.01914	6.71066
24	2.90193	0.594039	1	1.11885	1.23676	1.35167	1.46166	1.56497	1.66011	1.74582	1.82116	1.88546	1.93832	1.97964	2.0095	2.02823	2.03632	2.03438	2.02314	2.0034	1.976	1.94181	1.90169	1.85649	1.80702	1.75406	1.69832	1.64048	1.58114	1.52086	1.46012	1.39936	1.33896	1.27924	1.22048	1.16292	1.10675	1.05213	0.999172	0.947979	0.898616	0.851127	0.805538	0.761856	0.720074	0.680175	0.642128	0.605896	0.571435	0.538696	0.507624	0.478163	0.450253	0.423834	0.398844	0.375224	0.35291	0.331845	0.311967	0.29322	0.275547	0.258894	0.243207	0.228437	0.214533	0.20145	0.189142	0.177566	0.166681	0.156449	0.146832	0.137795	0.129305	0.121329	0.113838	0.106802	0.100197	0.0939944	0.088172	0.0827066	0.0775768	0.0727624	0.0682445	0.064005	0.060027	0.0562948	0.0527932	0.0495083	0.0464268	0.0435361	0.0408247	0.0382815	0.0358961	0.0336589	0.0315606	0.0295928	0.0277474	0.0260167	0.0243938	0.0228718	0.0214447	0.0201064	0.0188515	0.0176748	0.0165714	0.0155369	0.0145668	0.0136573	0.0128044	0.0120048	0.0112551	0.0105521	0.00989303	0.00927509	0.00869571	0.00815251	0.00764322	0.00716573	0.00671805	0.00629833	0.00590482	0.00553589	0.00519	0.00486571	0.00456168	0.00427665	0.00400941	0.00375888	0.00352399	0.00330378	0.00309733	0.00290377	0.00272231	0.00255219	0.0023927	0.00224317	0.00210299	0.00197156	0.00184835	0.00173284	0.00162454	0.00152302	0.00142783	0.0013386	0.00125494	0.00117651	0.00110298	0.00103405	0.000969424	0.000908837	0.000852037	0.000798786	0.000748863	0.000702061	0.000658183	0.000617047	0.000578483	0.000542328	0.000508433	0.000476657	0.000446866	0.000418938	0.000392754
25	3.19571	0.715589	1	1.13721	1.27293	1.40414	1.52806	1.64232	1.74494	1.83446	1.9099	1.97072	2.01684	2.04854	2.0664	2.07124	2.06408	2.04604	2.01831	1.98211	1.93866	1.88912	1.8346	1.77614	1.71466	1.65104	1.58602	1.52029	1.45441	1.38889	1.32416	1.26056	1.19838	1.13786	1.07917	1.02246	0.967814	0.915306	0.864972	0.816824	0.770857	0.727048	0.685359	0.645745	0.608149	0.572509	0.538758	0.506825	0.476639	0.448126	0.421211	0.39582	0.371882	0.349324	0.328076	0.308072	0.289246	0.271534	0.254876	0.239214	0.224491	0.210656	0.197657	0.185446	0.173977	0.163208	0.153096	0.143603	0.134693	0.12633	0.118482	0.111117	0.104207	0.0977231	0.0916405	0.0859345	0.0805819	0.0755612	0.070852	0.0664351	0.0622927	0.0584077	0.0547643	0.0513476	0.0481436	0.045139	0.0423216	0.0396797	0.0372025	0.0348797	0.0327017	0.0306595	0.0287448	0.0269495	0.0252662	0.023688	0.0222083	0.0208209	0.0195202	0.0183006	0.0171573	0.0160853	0.0150802	0.014138	0.0132546	0.0124264	0.0116499	0.0109219	0.0102394	0.00959952	0.00899964	0.00843723	0.00790997	0.00741565	0.00695221	0.00651774	0.00611041	0.00572854	0.00537053	0.00503489	0.00472023	0.00442523	0.00414867	0.00388938	0.00364631	0.00341842	0.00320478	0.00300448	0.00281671	0.00264067	0.00247563	0.00232091	0.00217585	0.00203986	0.00191237	0.00179285	0.0016808	0.00157575	0.00147727	0.00138494	0.00129838	0.00121723	0.00114116	0.00106984	0.00100297	0.000940285	0.000881518	0.000826423	0.000774772	0.000726349	0.000680952	0.000638393	0.000598493	0.000561088	0.00052602	0.000493144	0.000462322	0.000433427	0.000406338	0.000380942	0.000357133	0.000334812	0.000313886
26	3.82115	0.0663512	1	1.1763	1.38134	1.6194	1.89532	2.21458	2.58335	3.00859	3.49811	4.0607	4.70617	5.44549	6.29091	7.25603	8.356	9.60756	11.0293	12.6416	14.467	16.5302	18.8585	21.4813	24.4311	27.7429	31.4548	35.6082	40.2473	45.4198	51.1768	57.5727	64.6652	72.5153	81.1872	90.748	101.267	112.817	125.47	139.302	154.387	170.799	188.611	207.89	228.703	251.105	275.148	300.87	328.3	357.449	388.314	420.872	455.077	490.862	528.133	566.77	606.627	647.528	689.27	731.623	774.335	817.128	859.708	901.767	942.987	983.048	1021.63	1058.42	1093.13	1125.49	1155.23	1182.15	1206.05	1226.79	1244.26	1258.4	1269.16	1276.55	1280.62	1281.44	1279.11	1273.77	1265.57	1254.67	1241.27	1225.54	1207.7	1187.94	1166.47	1143.49	1119.19	1093.76	1067.39	1040.25	1012.49	984.267	955.727	926.997	898.194	869.427	840.793	812.38	784.266	756.518	729.198	702.358	676.041	650.286	625.125	600.582	576.679	553.431	530.849	508.941	487.711	467.159	447.283	428.079	409.541	391.66	374.426	357.829	341.855	326.491	311.724	297.537	283.917	270.848	258.312	246.295	234.78	223.751	213.192	203.087	193.419	184.174	175.336	166.89	158.82	151.114	143.755	136.732	130.029	123.635	117.537	111.722	106.178	100.895	95.8606	91.0645	86.4963	82.146	78.0042	74.0616	70.3092	66.7386	63.3415	60.1101	57.0367	54.1142	51.3355	48.6941	46.1834
27	2.02033	0.747096	1	1.06376	1.11904	1.16523	1.20203	1.22943	1.24765	1.25714	1.25847	1.25233	1.23948	1.22072	1.19683	1.16862	1.13682	1.10214	1.06523	1.02666	0.98697	0.946616	0.906002	0.865472	0.825319	0.785787	0.747077	0.709351	0.672734	0.637324	0.603191	0.570382	0.538926	0.508835	0.480107	0.45273	0.426682	0.401935	0.378455	0.356202	0.335134	0.315208	0.296377	0.278594	0.261813	0.245988	0.231072	0.21702	0.203789	0.191335	0.179617	0.168596	0.158233	0.148492	0.139338	0.130736	0.122657	0.115068	0.107943	0.101252	0.094972	0.0890769	0.0835442	0.0783521	0.0734801	0.0689088	0.0646201	0.0605967	0.0568224	0.0532821	0.0499614	0.0468469	0.0439258	0.0411862	0.038617	0.0362076	0.0339482	0.0318295	0.0298427	0.0279797	0.0262328	0.0245949	0.023059	0.021619	0.0202688	0.0190028	0.0178158	0.0167029	0.0156595	0.0146812	0.013764	0.0129041	0.0120978	0.0113419	0.0106333	0.00996884	0.00934593	0.00876193	0.0082144	0.00770109	0.00721984	0.00676866	0.00634567	0.00594911	0.00557733	0.00522878	0.00490201	0.00459566	0.00430845	0.00403919	0.00378675	0.00355009	0.00332822	0.00312022	0.00292521	0.00274239	0.002571	0.00241031	0.00225967	0.00211845	0.00198605	0.00186192	0.00174555	0.00163646	0.00153418	0.0014383	0.0013484	0.00126413	0.00118512	0.00111105	0.00104161	0.000976512	0.00091548	0.000858263	0.000804622	0.000754333	0.000707187	0.000662988	0.000621552	0.000582705	0.000546286	0.000512143	0.000480134	0.000450126	0.000421993	0.000395619	0.000370893	0.000347712	0.00032598	0.000305606	0.000286506	0.000268599	0.000251812	0.000236074	0.000221319	0.000207486	0.000194519	0.000182361	0.000170964	0.000160278	0.000150261	0.00014087	0.000132065
28	2.02698	0.416695	1	1.06417	1.12544	1.1832	1.2369	1.28609	1.33038	1.36947	1.40316	1.43131	1.45387	1.47085	1.48235	1.48851	1.48952	1.48563	1.47711	1.46428	1.44744	1.42696	1.40317	1.37643	1.34708	1.31547	1.28192	1.24676	1.21028	1.17277	1.13451	1.09572	1.05665	1.01749	0.978429	0.939642	0.901273	0.863454	0.826298	0.789903	0.754351	0.719713	0.686043	0.653386	0.621777	0.591239	0.561789	0.533435	0.506177	0.480012	0.454929	0.430913	0.407948	0.386011	0.365078	0.345123	0.326118	0.308033	0.290838	0.274501	0.258992	0.244278	0.230328	0.217109	0.204592	0.192744	0.181537	0.17094	0.160924	0.151463	0.142529	0.134096	0.126138	0.118632	0.111554	0.104882	0.0985944	0.0926705	0.0870909	0.0818368	0.0768905	0.0722348	0.0678538	0.0637319	0.0598545	0.0562079	0.0527789	0.0495549	0.0465242	0.0436756	0.0409985	0.038483	0.0361195	0.0338991	0.0318134	0.0298544	0.0280146	0.0262869	0.0246647	0.0231415	0.0217115	0.0203691	0.0191089	0.0179261	0.0168159	0.015774	0.0147962	0.0138787	0.0130176	0.0122097	0.0114516	0.0107404	0.0100731	0.0094471	0.00885981	0.00830888	0.00779207	0.00730728	0.00685254	0.00642601	0.00602594	0.0056507	0.00529876	0.00496868	0.00465911	0.00436878	0.0040965	0.00384115	0.00360169	0.00337712	0.00316653	0.00296905	0.00278386	0.00261021	0.00244737	0.00229467	0.00215149	0.00201723	0.00189134	0.0017733	0.00166262	0.00155883	0.00146152	0.00137028	0.00128473	0.00120452	0.00112931	0.00105879	0.000992673	0.000930681	0.000872559	0.000818064	0.000766971	0.000719067	0.000674154	0.000632044	0.000592564	0.000555549	0.000520844	0.000488307	0.000457802	0.000429202	0.000402388
29	2.59057	0.260777	1	1.09939	1.20286	1.30993	1.42004	1.53263	1.64706	1.76265	1.87874	1.99459	2.10952	2.22279	2.33372	2.44163	2.54586	2.6458	2.74088	2.83057	2.91439	2.99193	3.06284	3.1268	3.18359	3.23303	3.27499	3.30944	3.33635	3.35579	3.36785	3.37269	3.3705	3.3615	3.34596	3.32417	3.29644	3.26311	3.22454	3.18109	3.13314	3.08105	3.02522	2.96601	2.90381	2.83898	2.77187	2.70283	2.63219	2.56027	2.48738	2.4138	2.33981	2.26565	2.19156	2.11777	2.04447	1.97184	1.90006	1.82928	1.75962	1.69121	1.62416	1.55856	1.49448	1.432	1.37116	1.31201	1.25458	1.19891	1.14499	1.09284	1.04247	0.993854	0.946994	0.90187	0.85846	0.816736	0.776671	0.73823	0.701379	0.66608	0.632292	0.599976	0.569089	0.539587	0.511428	0.484565	0.458956	0.434557	0.411322	0.389208	0.368172	0.348172	0.329165	0.311111	0.29397	0.277702	0.26227	0.247635	0.233764	0.22062	0.20817	0.196381	0.185222	0.174664	0.164675	0.15523	0.1463	0.13786	0.129886	0.122353	0.115238	0.108522	0.102181	0.0961981	0.0905527	0.0852274	0.080205	0.0754692	0.0710046	0.0667963	0.0628304	0.0590936	0.0555732	0.0522572	0.0491343	0.0461936	0.0434249	0.0408185	0.0383653	0.0360565	0.0338839	0.0318398	0.0299167	0.0281077	0.0264062	0.0248061	0.0233013	0.0218865	0.0205563	0.0193058	0.0181303	0.0170254	0.015987	0.0150111	0.0140941	0.0132325	0.0124229	0.0116624	0.0109479	0.0102768	0.00964634	0.00905425	0.00849816	0.00797593	0.00748552	0.00702501	0.00659261	0.00618662	0.00580545	0.00544759	0.00511164
