Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected	T162 Infected	T163 Infected	T164 Infected	T165 Infected	T166 Infected	T167 Infected	T168 Infected	T169 Infected	T170 Infected	T171 Infected	T172 Infected	T173 Infected	T174 Infected	T175 Infected	T176 Infected	T177 Infected	T178 Infected	T179 Infected	T180 Infected	T181 Infected	T182 Infected	T183 Infected	T184 Infected	T185 Infected	T186 Infected	T187 Infected	T188 Infected	T189 Infected	T190 Infected	T191 Infected	T192 Infected	T193 Infected	T194 Infected	T195 Infected	T196 Infected	T197 Infected	T198 Infected	T199 Infected	T200 Infected	T201 Infected	T202 Infected	T203 Infected	T204 Infected	T205 Infected	T206 Infected	T207 Infected	T208 Infected	T209 Infected	T210 Infected	T211 Infected	T212 Infected	T213 Infected	T214 Infected	T215 Infected	T216 Infected	T217 Infected	T218 Infected	T219 Infected	T220 Infected	T221 Infected	T222 Infected	T223 Infected	T224 Infected	T225 Infected	T226 Infected	T227 Infected	T228 Infected	T229 Infected	T230 Infected	T231 Infected	T232 Infected	T233 Infected	T234 Infected	T235 Infected	T236 Infected	T237 Infected	T238 Infected	T239 Infected	T240 Infected	T241 Infected
160	2.87789	0.143947	1	1.11735	1.24485	1.38294	1.53203	1.69249	1.86465	2.04881	2.2452	2.45401	2.67535	2.90929	3.15581	3.41484	3.68622	3.96971	4.26502	4.57174	4.88942	5.21751	5.55538	5.90235	6.25765	6.62044	6.98981	7.36482	7.74446	8.12764	8.51329	8.90026	9.28738	9.67346	10.0573	10.4377	10.8135	11.1834	11.5464	11.9011	12.2466	12.5816	12.9053	13.2165	13.5144	13.798	14.0666	14.3194	14.5557	14.7749	14.9765	15.16	15.3251	15.4714	15.5988	15.707	15.7961	15.866	15.9167	15.9486	15.9617	15.9563	15.9328	15.8916	15.833	15.7577	15.6661	15.5588	15.4364	15.2995	15.1489	14.9852	14.8091	14.6213	14.4227	14.2138	13.9955	13.7685	13.5336	13.2915	13.0429	12.7885	12.5291	12.2652	11.9977	11.7272	11.4542	11.1793	10.9033	10.6265	10.3496	10.0731	9.79736	9.52295	9.25025	8.97967	8.71159	8.44634	8.18426	7.92564	7.67074	7.41983	7.17311	6.93079	6.69306	6.46005	6.23192	6.00878	5.79072	5.57783	5.37017	5.16778	4.9707	4.77895	4.59253	4.41143	4.23563	4.0651	3.8998	3.73969	3.5847	3.43478	3.28984	3.14981	3.0146	2.88414	2.75832	2.63705	2.52023	2.40776	2.29953	2.19544	2.09538	1.99923	1.90691	1.81828	1.73325	1.6517	1.57353	1.49863	1.42689	1.35821	1.29248	1.22961	1.16948	1.11202	1.0571	1.00465	0.95457	0.906767	0.861155	0.817649	0.776164	0.736619	0.698936	0.663038	0.628851	0.596303	0.565324	0.535847	0.507807	0.481141	0.455789	0.431693	0.408795	0.387043	0.366383	0.346766	0.328143	0.310468	0.293697	0.277788	0.262698	0.24839	0.234824	0.221967	0.209782	0.198238	0.187302	0.176945	0.167137	0.157852	0.149063	0.140745	0.132875	0.125428	0.118385	0.111723	0.105424	0.0994679	0.0938379	0.0885166	0.0834878	0.0787362	0.0742471	0.0700066	0.0660015	0.0622193	0.058648	0.0552763	0.0520934	0.0490892	0.046254	0.0435786	0.0410543	0.0386729	0.0364264	0.0343076	0.0323093	0.0304249	0.0286482	0.0269731	0.025394	0.0239055	0.0225026	0.0211805	0.0199346	0.0187608	0.0176548	0.0166129	0.0156314	0.0147069	0.0138363	0.0130163	0.0122442	0.0115172	0.0108327	0.0101883	0.00958169	0.00901068	0.00847322	0.00796738	0.00749134	0.00704338	0.00662185	0.00622524	0.00585209	0.00550104	0.0051708	0.00486015	0.00456796	0.00429313	0.00403466
161	4.57137	0.197575	1	1.22318	1.48753	1.79877	2.16303	2.58686	3.0772	3.64126	4.28654	5.02068	5.85143	6.78651	7.8335	8.99974	10.2922	11.7174	13.281	14.9881	16.8429	18.8484	21.0066	23.318	25.782	28.3963	31.1574	34.06	37.0974	40.2612	43.5416	46.9272	50.4053	53.9618	57.5817	61.2486	64.9455	68.6545	72.3572	76.0351	79.6692	83.241	86.7319	90.124	93.3998	96.543	99.5379	102.37	105.026	107.495	109.766	111.83	113.679	115.309	116.714	117.892	118.843	119.565	120.062	120.336	120.391	120.233	119.868	119.304	118.548	117.611	116.5	115.226	113.8	112.232	110.532	108.712	106.783	104.755	102.639	100.446	98.1854	95.8675	93.5017	91.0972	88.6629	86.2071	83.7375	81.2617	78.7867	76.3188	73.8641	71.4281	69.0159	66.6321	64.2811	61.9664	59.6915	57.4594	55.2727	53.1336	51.0441	49.0057	47.0198	45.0874	43.2093	41.3861	39.6179	37.9051	36.2474	34.6447	33.0965	31.6024	30.1617	28.7736	27.4373	26.1517	24.916	23.729	22.5896	21.4966	20.4488	19.445	18.4838	17.5641	16.6845	15.8437	15.0404	14.2734	13.5414	12.8431	12.1773	11.5428	10.9383	10.3627	9.81488	9.29362	8.79786	8.32654	7.87861	7.45307	7.04894	6.66526	6.30114	5.95567	5.628	5.31731	5.02281	4.74374	4.47935	4.22895	3.99185	3.7674	3.55499	3.35402	3.16391	2.98412	2.81412	2.65343	2.50156	2.35805	2.22247	2.09442	1.97349	1.85931	1.75152	1.64979	1.55378	1.46319	1.37774	1.29713	1.22112	1.14944	1.08186	1.01815	0.958104	0.901516	0.848194	0.797955	0.750628	0.706048	0.664061	0.624522	0.587291	0.552238	0.519238	0.488176	0.458939	0.431424	0.405531	0.381167	0.358244	0.336679	0.316393	0.297312	0.279365	0.262487	0.246615	0.231691	0.217658	0.204465	0.192062	0.180402	0.169443	0.159142	0.14946	0.140361	0.131811	0.123776	0.116226	0.109133	0.102468	0.0962073	0.0903254	0.0848001	0.0796099	0.0747349	0.0701561	0.0658557	0.0618169	0.058024	0.0544622	0.0511176	0.0479769	0.045028	0.0422592	0.0396596	0.0372189	0.0349276	0.0327765	0.0307572	0.0288615	0.0270821	0.0254119	0.0238441	0.0223726	0.0209915	0.0196952	0.0184786	0.0173368	0.0162653	0.0152597	0.014316	0.0134305	0.0125995	0.0118198	0.0110881	0.0104015
162	4.13554	0.1274	1	1.19595	1.42536	1.69299	2.00411	2.36452	2.7806	3.25929	3.80815	4.43537	5.14974	5.9607	6.87832	7.91326	9.07679	10.3807	11.8374	13.4596	15.2605	17.2536	19.4526	21.8715	24.524	27.4238	30.5845	34.019	37.7397	41.7585	46.0859	50.7316	55.7038	61.0091	66.6527	72.6375	78.9645	85.6323	92.637	99.9722	107.629	115.595	123.855	132.392	141.184	150.208	159.438	168.843	178.391	188.049	197.779	207.543	217.3	227.01	236.629	246.115	255.425	264.516	273.346	281.874	290.061	297.869	305.264	312.213	318.685	324.656	330.101	335.001	339.341	343.107	346.291	348.888	350.898	352.321	353.164	353.436	353.147	352.313	350.95	349.078	346.716	343.888	340.619	336.932	332.855	328.414	323.636	318.549	313.18	307.556	301.704	295.65	289.42	283.038	276.53	269.917	263.222	256.466	249.668	242.848	236.024	229.21	222.424	215.678	208.987	202.362	195.814	189.353	182.988	176.727	170.577	164.544	158.634	152.851	147.199	141.681	136.3	131.058	125.957	120.997	116.178	111.501	106.965	102.57	98.3149	94.1976	90.2169	86.3708	82.6574	79.0744	75.6193	72.2897	69.0828	65.9958	63.026	60.1704	57.426	54.7898	52.2588	49.8299	47.5002	45.2665	43.1258	41.0751	39.1115	37.232	35.4337	33.7138	32.0694	30.4978	28.9964	27.5624	26.1934	24.8868	23.6401	22.451	21.3172	20.2365	19.2066	18.2254	17.291	16.4012	15.5543	14.7484	13.9817	13.2524	12.5589	11.8996	11.273	10.6776	10.112	9.57479	9.06465	8.58034	8.12065	7.68441	7.27052	6.87791	6.50556	6.15249	5.81777	5.5005	5.19983	4.91494	4.64505	4.38942	4.14732	3.91809	3.70108	3.49566	3.30126	3.1173	2.94325	2.77861	2.62289	2.47562	2.33637	2.20471	2.08026	1.96264	1.85148	1.74644	1.6472	1.55344	1.46489	1.38126	1.30228	1.2277	1.1573	1.09084	1.0281	0.968893	0.913019	0.860296	0.810553	0.763625	0.719359	0.677606	0.638229	0.601095	0.56608	0.533067	0.501943	0.472604	0.444949	0.418885	0.39432	0.371173	0.349361	0.32881	0.309449	0.291211	0.27403	0.257848	0.242608	0.228255	0.214739	0.202012	0.190029	0.178747	0.168126	0.158128	0.148717
163	1.63463	0.0565807	1	1.03965	1.08013	1.1214	1.16345	1.20626	1.24979	1.29401	1.33891	1.38444	1.43057	1.47727	1.5245	1.57221	1.62038	1.66894	1.71788	1.76712	1.81664	1.86638	1.91629	1.96632	2.01642	2.06655	2.11663	2.16663	2.21649	2.26615	2.31555	2.36465	2.41338	2.4617	2.50954	2.55685	2.60358	2.64966	2.69506	2.73971	2.78356	2.82656	2.86866	2.90981	2.94996	2.98907	3.02709	3.06397	3.09968	3.13417	3.16741	3.19936	3.22997	3.25923	3.28709	3.31353	3.33852	3.36204	3.38407	3.40458	3.42355	3.44097	3.45683	3.47111	3.48381	3.49491	3.50442	3.51233	3.51864	3.52336	3.52648	3.52801	3.52797	3.52636	3.5232	3.51849	3.51227	3.50453	3.49532	3.48463	3.47251	3.45898	3.44405	3.42777	3.41016	3.39124	3.37106	3.34964	3.32703	3.30324	3.27833	3.25233	3.22527	3.19719	3.16814	3.13815	3.10726	3.07551	3.04294	3.0096	2.97552	2.94074	2.90531	2.86926	2.83264	2.79549	2.75784	2.71975	2.68123	2.64235	2.60312	2.5636	2.52382	2.48381	2.44361	2.40326	2.3628	2.32224	2.28164	2.24102	2.20041	2.15984	2.11935	2.07896	2.0387	1.99859	1.95866	1.91894	1.87946	1.84022	1.80126	1.7626	1.72426	1.68625	1.6486	1.61131	1.57442	1.53793	1.50185	1.46621	1.431	1.39626	1.36198	1.32817	1.29485	1.26202	1.22969	1.19787	1.16656	1.13577	1.1055	1.07576	1.04654	1.01786	0.989708	0.962093	0.935012	0.908466	0.882454	0.856975	0.832028	0.807611	0.78372	0.760354	0.737508	0.715179	0.693363	0.672055	0.651251	0.630946	0.611134	0.591809	0.572966	0.554599	0.536701	0.519266	0.502287	0.485757	0.469669	0.454017	0.438792	0.423988	0.409597	0.395612	0.382025	0.368828	0.356014	0.343576	0.331505	0.319794	0.308435	0.297421	0.286744	0.276396	0.26637	0.256658	0.247253	0.238147	0.229334	0.220805	0.212554	0.204573	0.196856	0.189396	0.182185	0.175217	0.168486	0.161985	0.155707	0.149646	0.143796	0.138152	0.132705	0.127452	0.122387	0.117503	0.112795	0.108257	0.103886	0.0996742	0.0956179	0.091712	0.0879516	0.084332	0.0808486	0.077497	0.0742728	0.0711718	0.0681898	0.0653228	0.0625669	0.0599182	0.0573732	0.0549281	0.0525795	0.050324	0.0481582	0.0460791	0.0440834	0.0421681	0.0403304	0.0385674	0.0368763
164	4.02317	0.0852428	1	1.18892	1.41035	1.66926	1.97131	2.32288	2.73117	3.20424	3.75116	4.38204	5.10816	5.94205	6.8976	7.99017	9.23669	10.6558	12.2678	14.095	16.1618	18.4943	21.1212	24.0732	27.3832	31.0868	35.2215	39.8274	44.9468	50.6241	56.9058	63.8404	71.4778	79.8693	89.067	99.1235	110.091	122.022	134.966	148.97	164.08	180.335	197.77	216.412	236.281	257.387	279.731	303.298	328.064	353.987	381.012	409.065	438.057	467.88	498.41	529.504	561.005	592.74	624.521	656.154	687.432	718.144	748.078	777.021	804.768	831.119	855.888	878.902	900.007	919.068	935.973	950.633	962.982	972.979	980.607	985.872	988.803	989.448	987.874	984.164	978.416	970.739	961.252	950.08	937.355	923.21	907.78	891.201	873.604	855.12	835.874	815.986	795.57	774.736	753.585	732.212	710.706	689.146	667.609	646.16	624.862	603.77	582.932	562.391	542.187	522.351	502.911	483.893	465.316	447.196	429.545	412.375	395.692	379.501	363.803	348.599	333.888	319.666	305.928	292.669	279.882	267.559	255.691	244.269	233.282	222.721	212.575	202.832	193.482	184.513	175.914	167.672	159.777	152.217	144.981	138.058	131.436	125.104	119.053	113.271	107.748	102.475	97.4409	92.6371	88.0541	83.6829	79.5149	75.5415	71.7548	68.1467	64.7097	61.4364	58.3196	55.3526	52.5288	49.8417	47.2853	44.8538	42.5414	40.3427	38.2525	36.2658	34.3779	32.5841	30.8801	29.2615	27.7244	26.2649	24.8793	23.564	22.3157	21.1312	20.0073	18.941	17.9297	16.9706	16.061	15.1986	14.3811	13.6061	12.8716	12.1756	11.516	10.8912	10.2992	9.73855	9.20754	8.70468	8.22853	7.77773	7.35098	6.94703	6.56471	6.20291	5.86054	5.53661	5.23016	4.94026	4.66605	4.40671	4.16146	3.92955	3.71027	3.50297	3.307	3.12176	2.94668	2.78121	2.62485	2.4771	2.3375	2.20562	2.08103	1.96335	1.85219	1.74721	1.64808	1.55446	1.46607	1.38262	1.30384	1.22946	1.15926	1.093	1.03047	0.971451	0.915761	0.863213	0.813633	0.766857	0.722729	0.681102	0.641837	0.604802	0.569873	0.536933	0.50587	0.476578	0.44896	0.42292	0.39837	0.375227	0.35341
165	2.77133	0.0165081	1	1.11069	1.23323	1.36885	1.51889	1.68483	1.8683	2.07107	2.29511	2.54257	2.81579	3.11736	3.45011	3.81715	4.22186	4.66797	5.15954	5.70103	6.29728	6.95362	7.67584	8.47029	9.34388	10.3041	11.3593	12.5183	13.7909	15.1877	16.7203	18.4012	20.244	22.2634	24.4757	26.898	29.5493	32.4498	35.6217	39.0886	42.8761	47.012	51.5258	56.4495	61.8173	67.666	74.0346	80.9652	88.5022	96.6932	105.588	115.241	125.706	137.044	149.316	162.586	176.921	192.39	209.063	227.013	246.313	267.036	289.254	313.039	338.459	365.579	394.46	425.153	457.704	492.146	528.504	566.784	606.979	649.062	692.987	738.685	786.061	834.996	885.345	936.933	989.558	1042.99	1096.98	1151.23	1205.46	1259.33	1312.51	1364.66	1415.42	1464.43	1511.37	1555.89	1597.69	1636.46	1671.95	1703.93	1732.21	1756.63	1777.08	1793.49	1805.82	1814.09	1818.33	1818.65	1815.13	1807.93	1797.22	1783.17	1766	1745.92	1723.15	1697.93	1670.48	1641.03	1609.83	1577.08	1543.01	1507.82	1471.71	1434.87	1397.47	1359.67	1321.63	1283.48	1245.36	1207.38	1169.64	1132.24	1095.27	1058.79	1022.88	987.595	952.977	919.071	885.911	853.528	821.942	791.172	761.231	732.127	703.865	676.446	649.868	624.126	599.214	575.122	551.839	529.352	507.648	486.712	466.526	447.075	428.34	410.304	392.948	376.253	360.201	344.772	329.948	315.71	302.038	288.915	276.322	264.241	252.654	241.544	230.894	220.686	210.906	201.536	192.562	183.968	175.74	167.864	160.325	153.111	146.209	139.605	133.289	127.248	121.472	115.949	110.668	105.621	100.797	96.1862	91.7803	87.5706	83.5487	79.7065	76.0364	72.5309	69.1831	65.986	62.9332	60.0183	57.2354	54.5786	52.0425	49.6217	47.3112	45.106	43.0016	40.9934	39.0772	37.2488	35.5044	33.8402	32.2525	30.7381	29.2934	27.9155	26.6013	25.348	24.1527	23.0128	21.9258	20.8894	19.9012	18.959	18.0607	17.2043	16.3879	15.6097	14.8679	14.1608	13.4868	12.8445	12.2323	11.6489	11.0929	10.5631	10.0582	9.57714	9.11876	8.68202	8.26592	7.8695	7.49183	7.13205	6.78933	6.46285	6.15187
166	1.52104	0.119407	1	1.03256	1.06471	1.09637	1.12746	1.1579	1.18762	1.21654	1.24458	1.27168	1.29777	1.32278	1.34666	1.36935	1.3908	1.41097	1.4298	1.44726	1.46332	1.47795	1.49112	1.50283	1.51304	1.52176	1.52897	1.53469	1.5389	1.54163	1.54288	1.54268	1.54103	1.53797	1.53353	1.52774	1.52063	1.51223	1.5026	1.49177	1.47978	1.46668	1.45253	1.43736	1.42124	1.4042	1.38632	1.36763	1.34818	1.32805	1.30727	1.2859	1.26399	1.2416	1.21877	1.19557	1.17202	1.14819	1.12412	1.09986	1.07545	1.05094	1.02636	1.00176	0.977164	0.952623	0.928166	0.903827	0.879636	0.855623	0.831816	0.80824	0.784921	0.76188	0.739138	0.716714	0.694627	0.672892	0.651523	0.630534	0.609935	0.589738	0.569951	0.550582	0.531636	0.513119	0.495036	0.477388	0.460178	0.443406	0.427074	0.411179	0.39572	0.380696	0.366103	0.351937	0.338194	0.324869	0.311957	0.299453	0.287349	0.27564	0.264319	0.253378	0.24281	0.232607	0.222762	0.213267	0.204113	0.195293	0.186797	0.178618	0.170747	0.163176	0.155896	0.1489	0.142178	0.135723	0.129527	0.123581	0.117877	0.112407	0.107165	0.102141	0.0973295	0.092722	0.0883116	0.0840914	0.0800543	0.0761937	0.0725031	0.068976	0.0656063	0.0623878	0.0593147	0.0563812	0.0535818	0.0509112	0.048364	0.0459353	0.0436201	0.0414138	0.0393116	0.0373093	0.0354025	0.0335872	0.0318593	0.030215	0.0286507	0.0271628	0.0257479	0.0244027	0.023124	0.0219089	0.0207543	0.0196576	0.0186159	0.0176269	0.0166879	0.0157966	0.0149508	0.0141483	0.013387	0.0126649	0.0119802	0.0113309	0.0107155	0.0101321	0.00957934	0.00905556	0.00855937	0.00808938	0.00764428	0.00722282	0.0068238	0.00644609	0.0060886	0.00575029	0.00543018	0.00512734	0.00484088	0.00456994	0.00431372	0.00407145	0.0038424	0.00362588	0.00342123	0.00322782	0.00304505	0.00287237	0.00270923	0.00255513	0.00240958	0.00227212	0.00214231	0.00201975	0.00190404	0.00179482	0.00169172	0.00159442	0.00150259	0.00141594	0.00133419	0.00125706	0.0011843	0.00111568	0.00105095	0.000989907	0.000932346	0.000878071	0.000826899	0.000778657	0.000733182	0.000690317	0.000649917	0.000611843	0.000575963	0.000542154	0.0005103	0.000480288	0.000452015	0.000425381	0.000400295	0.000376666	0.000354413	0.000333457	0.000313723	0.000295141	0.000277645	0.000261173	0.000245666	0.000231069	0.000217328	0.000204394	0.000192221	0.000180765	0.000169983	0.000159837	0.00015029	0.000141308	0.000132856	0.000124904	0.000117424
167	3.71978	0.162816	1	1.16996	1.36327	1.58219	1.82908	2.10633	2.41642	2.76182	3.14501	3.56844	4.03452	4.54555	5.10372	5.7111	6.36953	7.08068	7.84594	8.66646	9.54305	10.4762	11.4661	12.5124	13.6145	14.7714	15.9816	17.2431	18.5537	19.9106	21.3105	22.75	24.2251	25.7314	27.2642	28.8186	30.3894	31.9711	33.5579	35.1441	36.7238	38.2909	39.8395	41.3637	42.8574	44.315	45.7309	47.0997	48.4162	49.6756	50.8733	52.0052	53.0673	54.0562	54.9688	55.8026	56.5553	57.2251	57.8107	58.311	58.7257	59.0546	59.298	59.4566	59.5314	59.5238	59.4355	59.2685	59.0251	58.7078	58.3193	57.8626	57.3409	56.7573	56.1152	55.4182	54.6697	53.8734	53.0328	52.1516	51.2334	50.2817	49.3002	48.2922	47.2612	46.2104	45.1431	44.0623	42.971	41.8721	40.7682	39.6621	38.5561	37.4525	36.3536	35.2613	34.1776	33.1042	32.0428	30.9948	29.9616	28.9444	27.9443	26.9624	25.9995	25.0564	24.1337	23.232	22.3518	21.4934	20.6572	19.8434	19.0521	18.2834	17.5372	16.8136	16.1125	15.4336	14.7768	14.1419	13.5286	12.9364	12.3652	11.8146	11.284	10.7732	10.2817	9.80908	9.35481	8.91846	8.49956	8.09762	7.71216	7.34269	6.98872	6.64976	6.32533	6.01495	5.71814	5.43444	5.16338	4.90451	4.65737	4.42153	4.19657	3.98205	3.77757	3.58272	3.39713	3.22041	3.05219	2.89212	2.73985	2.59505	2.45739	2.32656	2.20225	2.08418	1.97206	1.86562	1.7646	1.66875	1.57783	1.4916	1.40985	1.33236	1.25892	1.18934	1.12343	1.06101	1.00191	0.945964	0.893012	0.842906	0.795501	0.750661	0.708255	0.668157	0.63025	0.594419	0.560557	0.528561	0.498332	0.469779	0.442812	0.417347	0.393304	0.370606	0.349183	0.328965	0.309886	0.291886	0.274904	0.258887	0.243781	0.229535	0.216103	0.203439	0.191502	0.18025	0.169645	0.159652	0.150235	0.141364	0.133006	0.125133	0.117718	0.110734	0.104158	0.0979653	0.0921349	0.086646	0.0814788	0.0766151	0.0720373	0.067729	0.0636747	0.0598596	0.05627	0.0528927	0.0497155	0.0467266	0.0439152	0.0412708	0.0387838	0.0364449	0.0342454	0.0321771	0.0302324	0.0284039	0.0266849	0.0250688	0.0235496	0.0221216	0.0207793	0.0195177	0.018332	0.0172176	0.0161704	0.0151864	0.0142617	0.0133928	0.0125765
168	1.26338	0.0790652	1	1.01645	1.03238	1.04777	1.06257	1.07679	1.09038	1.10334	1.11563	1.12726	1.13819	1.14841	1.15791	1.16668	1.17471	1.18199	1.18851	1.19427	1.19926	1.20347	1.20692	1.2096	1.2115	1.21265	1.21303	1.21266	1.21154	1.20969	1.20711	1.20381	1.19981	1.19513	1.18976	1.18374	1.17708	1.16979	1.1619	1.15341	1.14436	1.13477	1.12464	1.11401	1.1029	1.09132	1.07931	1.06687	1.05404	1.04084	1.02729	1.01342	0.999237	0.984776	0.970057	0.955101	0.939932	0.924569	0.909036	0.893353	0.87754	0.861619	0.845609	0.829529	0.813397	0.797233	0.781055	0.764878	0.748721	0.732598	0.716526	0.700519	0.684592	0.668757	0.653029	0.637418	0.621937	0.606598	0.59141	0.576383	0.561526	0.546849	0.532358	0.518062	0.503967	0.49008	0.476406	0.462951	0.449719	0.436715	0.423941	0.411402	0.399099	0.387036	0.375214	0.363635	0.352299	0.341208	0.330361	0.319759	0.3094	0.299286	0.289413	0.279782	0.270391	0.261237	0.25232	0.243636	0.235183	0.226959	0.218961	0.211185	0.203629	0.19629	0.189164	0.182248	0.175538	0.169031	0.162722	0.156608	0.150685	0.14495	0.139397	0.134025	0.128827	0.123801	0.118942	0.114247	0.109711	0.10533	0.101101	0.0970189	0.0930807	0.0892822	0.0856195	0.082089	0.0786867	0.0754091	0.0722525	0.0692133	0.066288	0.063473	0.060765	0.0581606	0.0556566	0.0532497	0.0509367	0.0487146	0.0465803	0.044531	0.0425637	0.0406755	0.0388639	0.037126	0.0354593	0.0338613	0.0323294	0.0308614	0.0294548	0.0281073	0.0268169	0.0255813	0.0243985	0.0232664	0.0221832	0.0211469	0.0201557	0.0192079	0.0183017	0.0174355	0.0166077	0.0158167	0.015061	0.0143393	0.0136501	0.012992	0.0123639	0.0117644	0.0111923	0.0106465	0.0101259	0.0096294	0.00915595	0.00870457	0.0082743	0.00786424	0.00747349	0.00710121	0.00674658	0.00640883	0.0060872	0.00578097	0.00548944	0.00521197	0.0049479	0.00469663	0.00445758	0.00423019	0.00401392	0.00380825	0.00361269	0.00342678	0.00325007	0.00308211	0.0029225	0.00277086	0.00262678	0.00248993	0.00235995	0.00223652	0.00211931	0.00200804	0.00190241	0.00180215	0.00170701	0.00161672	0.00153105	0.00144978	0.00137268	0.00129956	0.00123022	0.00116447	0.00110212	0.00104302	0.000986993	0.000933891	0.000883566	0.000835877	0.000790692	0.000747884	0.000707331	0.00066892	0.00063254	0.000598088	0.000565465	0.000534577	0.000505334	0.000477652	0.000451451	0.000426652	0.000403184	0.000380976	0.000359964
169	4.83391	0.1473	1	1.23959	1.52968	1.87928	2.29869	2.79957	3.39508	4.09998	4.93074	5.9056	7.04467	8.37	9.90559	11.6774	13.7135	16.0436	18.6993	21.7142	25.1229	28.9616	33.2673	38.0776	43.4303	49.363	55.9122	63.1131	70.9988	79.5993	88.9411	99.0463	109.932	121.607	134.077	147.338	161.375	176.167	191.683	207.881	224.708	242.1	259.986	278.28	296.891	315.716	334.646	353.566	372.355	390.89	409.046	426.698	443.724	460.008	475.437	489.909	503.328	515.613	526.691	536.503	545.004	552.161	557.956	562.383	565.447	567.168	567.575	566.706	564.61	561.342	556.964	551.543	545.148	537.855	529.737	520.871	511.334	501.199	490.541	479.431	467.937	456.126	444.06	431.798	419.395	406.903	394.369	381.837	369.348	356.937	344.639	332.482	320.493	308.695	297.109	285.752	274.639	263.783	253.194	242.881	232.85	223.106	213.653	204.492	195.624	187.049	178.764	170.768	163.058	155.629	148.477	141.597	134.983	128.63	122.531	116.68	111.071	105.696	100.548	95.6217	90.9088	86.4025	82.096	77.9823	74.0545	70.3059	66.7298	63.3197	60.0691	56.9717	54.0214	51.2123	48.5385	45.9943	43.5742	41.2729	39.0853	37.0064	35.0312	33.1553	31.374	29.6831	28.0784	26.5558	25.1116	23.742	22.4435	21.2126	20.0462	18.941	17.8941	16.9026	15.9638	15.075	14.2338	13.4377	12.6844	11.9719	11.2979	10.6606	10.058	9.48835	8.94992	8.44108	7.96028	7.50604	7.07696	6.67171	6.28901	5.92766	5.58652	5.26449	4.96056	4.67373	4.40308	4.14773	3.90684	3.67962	3.46532	3.26323	3.07267	2.893	2.72363	2.56397	2.41349	2.27166	2.13802	2.01209	1.89345	1.78168	1.67639	1.57722	1.48382	1.39586	1.31303	1.23504	1.16161	1.09248	1.0274	0.96615	0.908496	0.854236	0.803172	0.755121	0.709907	0.667366	0.627343	0.589691	0.554271	0.520954	0.489617	0.460144	0.432425	0.406358	0.381846	0.358797	0.337126	0.31675	0.297593	0.279585	0.262655	0.246742	0.231783	0.217724	0.20451	0.192091	0.18042	0.169453	0.159147	0.149462	0.140363	0.131813	0.12378	0.116233	0.109143	0.102483	0.0962258	0.0903484	0.0848276	0.079642	0.0747713	0.0701967	0.0659003
