Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected	T162 Infected	T163 Infected	T164 Infected	T165 Infected	T166 Infected	T167 Infected	T168 Infected	T169 Infected	T170 Infected	T171 Infected	T172 Infected	T173 Infected	T174 Infected	T175 Infected	T176 Infected	T177 Infected	T178 Infected	T179 Infected	T180 Infected	T181 Infected	T182 Infected	T183 Infected	T184 Infected	T185 Infected	T186 Infected	T187 Infected	T188 Infected	T189 Infected	T190 Infected	T191 Infected	T192 Infected	T193 Infected	T194 Infected	T195 Infected	T196 Infected	T197 Infected	T198 Infected	T199 Infected	T200 Infected	T201 Infected	T202 Infected	T203 Infected	T204 Infected	T205 Infected	T206 Infected	T207 Infected	T208 Infected	T209 Infected	T210 Infected	T211 Infected	T212 Infected	T213 Infected	T214 Infected	T215 Infected	T216 Infected	T217 Infected	T218 Infected	T219 Infected	T220 Infected	T221 Infected	T222 Infected	T223 Infected	T224 Infected	T225 Infected	T226 Infected	T227 Infected	T228 Infected	T229 Infected	T230 Infected	T231 Infected	T232 Infected	T233 Infected	T234 Infected	T235 Infected	T236 Infected	T237 Infected	T238 Infected	T239 Infected	T240 Infected	T241 Infected
11	4.30919	0.0670761	1	1.2068	1.45363	1.74767	2.0973	2.51223	3.00374	3.58484	4.2706	5.07835	6.02802	7.14246	8.44784	9.97401	11.755	13.8295	16.2414	19.0402	22.2819	26.0293	30.353	35.3319	41.0539	47.6164	55.1276	63.7062	73.4826	84.5991	97.2098	111.481	127.591	145.727	166.09	188.884	214.321	242.615	273.976	308.606	346.696	388.41	433.884	483.215	536.445	593.557	654.46	718.978	786.844	857.691	931.047	1006.34	1082.89	1159.94	1236.65	1312.13	1385.46	1455.72	1522.01	1583.49	1639.41	1689.12	1732.1	1767.97	1796.49	1817.55	1831.21	1837.61	1837.04	1829.86	1816.5	1797.46	1773.26	1744.44	1711.57	1675.17	1635.79	1593.92	1550.04	1504.59	1457.96	1410.53	1362.64	1314.56	1266.57	1218.89	1171.71	1125.22	1079.54	1034.8	991.099	948.516	907.112	866.935	828.02	790.389	754.055	719.021	685.284	652.833	621.654	591.726	563.026	535.525	509.196	484.006	459.924	436.913	414.941	393.972	373.97	354.901	336.728	319.418	302.936	287.248	272.321	258.124	244.626	231.794	219.601	208.018	197.016	186.57	176.654	167.242	158.312	149.84	141.804	134.183	126.958	120.109	113.617	107.465	101.635	96.1125	90.8813	85.9267	81.2348	76.7922	72.5863	68.6048	64.8363	61.2698	57.8948	54.7014	51.6802	48.8221	46.1187	43.5618	41.1436	38.857	36.6949	34.6507	32.7182	30.8914	29.1647	27.5328	25.9905	24.533	23.1559	21.8547	20.6254	19.4641	18.3671	17.3309	16.3523	15.428	14.5552	13.731	12.9527	12.2179	11.5242	10.8693	10.251	9.66747	9.11666	8.59679	8.10616	7.64315	7.20624	6.79397	6.40498	6.03797	5.69173	5.36508	5.05695	4.7663	4.49215	4.23358	3.98971	3.75973	3.54284	3.33833	3.14548	2.96365	2.79221	2.63058	2.4782	2.33456	2.19915	2.07151	1.9512	1.8378	1.73093	1.63021	1.53529	1.44584	1.36155	1.28213	1.2073	1.13679	1.07036	1.00777	0.948812	0.89327	0.84095	0.791666	0.745244	0.701521	0.66034	0.621555	0.585029	0.550631	0.518238	0.487735	0.459013	0.431967	0.406503	0.382527	0.359955	0.338703	0.318697	0.299863	0.282133	0.265444	0.249735	0.234948	0.22103	0.207931	0.195603	0.184	0.17308
12	4.41889	0.134152	1	1.21365	1.46732	1.76732	2.12072	2.53543	3.02023	3.58482	4.23988	4.99711	5.86923	6.87004	8.0144	9.31824	10.7986	12.4733	14.3615	16.483	18.8584	21.5089	24.4565	27.7234	31.3317	35.3039	39.6618	44.4268	49.6193	55.2585	61.362	67.9456	75.0224	82.6033	90.6957	99.3036	108.427	118.062	128.201	138.829	149.927	161.474	173.438	185.786	198.478	211.468	224.706	238.137	251.703	265.339	278.979	292.555	305.995	319.229	332.183	344.787	356.971	368.667	379.811	390.343	400.207	409.352	417.734	425.315	432.062	437.951	442.964	447.088	450.319	452.66	454.118	454.707	454.446	453.36	451.478	448.832	445.458	441.395	436.685	431.369	425.492	419.099	412.234	404.943	397.269	389.258	380.951	372.39	363.614	354.663	345.571	336.374	327.104	317.792	308.466	299.152	289.875	280.658	271.52	262.48	253.555	244.76	236.108	227.611	219.28	211.122	203.146	195.358	187.763	180.365	173.167	166.171	159.378	152.79	146.405	140.224	134.244	128.465	122.883	117.496	112.301	107.294	102.473	97.8325	93.3694	89.0791	84.9575	81	77.2023	73.5597	70.0676	66.7216	63.5169	60.449	57.5135	54.7057	52.0212	49.4557	47.0049	44.6645	42.4303	40.2984	38.2647	36.3254	34.4768	32.7151	31.0368	29.4385	27.9168	26.4684	25.0903	23.7793	22.5326	21.3473	20.2206	19.15	18.1329	17.1669	16.2497	15.3789	14.5524	13.7681	13.024	12.3183	11.6491	11.0146	10.4131	9.8431	9.30299	8.7913	8.30663	7.84764	7.41305	7.00162	6.6122	6.24367	5.89496	5.56506	5.25301	4.95789	4.67881	4.41496	4.16552	3.92976	3.70695	3.49641	3.29749	3.10958	2.93208	2.76445	2.60616	2.4567	2.31559	2.1824	2.05668	1.93804	1.82608	1.72044	1.62078	1.52677	1.4381	1.35447	1.2756	1.20124	1.13112	1.06502	1.00271	0.943981	0.888627	0.836461	0.787304	0.740986	0.697348	0.656237	0.617511	0.581034	0.546678	0.514323	0.483854	0.455164	0.428151	0.402718	0.378774	0.356235	0.33502	0.315051	0.296257	0.27857	0.261926	0.246264	0.231528	0.217663	0.204619	0.192348	0.180804	0.169946	0.159733	0.150127	0.141093	0.132597	0.124608	0.117095	0.110031
13	4.96448	0.0139737	1	1.24775	1.55619	1.94002	2.41743	3.01099	3.74859	4.66477	5.8022	7.2136	8.96409	11.134	13.8222	17.1508	21.2696	26.3628	32.6565	40.4275	50.0142	61.8292	76.3744	94.258	116.214	143.124	176.04	216.207	265.087	324.37	395.985	482.087	585.017	707.226	851.145	1018.99	1212.48	1432.5	1678.68	1949.01	2239.41	2543.61	2853.2	3158.07	3447.23	3709.91	3936.66	4120.4	4256.98	4345.33	4387.09	4386.05	4347.36	4276.84	4180.42	4063.72	3931.8	3789.07	3639.24	3485.36	3329.91	3174.84	3021.68	2871.59	2725.43	2583.85	2447.26	2315.96	2190.12	2069.8	1954.99	1845.65	1741.67	1642.91	1549.22	1460.42	1376.34	1296.78	1221.55	1150.45	1083.3	1019.89	960.058	903.611	850.377	800.188	752.883	708.307	666.311	626.755	589.503	554.426	521.404	490.319	461.062	433.529	407.621	383.244	360.31	338.735	318.441	299.352	281.399	264.515	248.636	233.705	219.665	206.464	194.052	182.382	171.411	161.097	151.4	142.285	133.717	125.663	118.092	110.976	104.287	98.0001	92.0912	86.5377	81.3181	76.4126	71.8023	67.4695	63.3976	59.571	55.9748	52.5953	49.4194	46.435	43.6304	40.995	38.5185	36.1913	34.0045	31.9497	30.0188	28.2045	26.4997	24.8977	23.3925	21.9782	20.6492	19.4005	18.2273	17.1249	16.089	15.1158	14.2014	13.3422	12.535	11.7765	11.0639	10.3943	9.76526	9.17422	8.61892	8.09719	7.60702	7.14648	6.7138	6.30729	5.92537	5.56656	5.22945	4.91274	4.61519	4.33564	4.07301	3.82628	3.59448	3.3767	3.17211	2.97991	2.79934	2.6297	2.47033	2.32062	2.17996	2.04783	1.9237	1.80708	1.69753	1.59462	1.49793	1.40711	1.32179	1.24163	1.16634	1.0956	1.02915	0.966732	0.908093	0.853008	0.801262	0.752652	0.706989	0.664094	0.623799	0.585947	0.550391	0.51699	0.485614	0.456141	0.428455	0.402449	0.378019	0.355072	0.333516	0.313268	0.294248	0.276382	0.2596	0.243836	0.229029	0.21512	0.202055	0.189783	0.178256	0.167428	0.157257	0.147704	0.138731	0.130302	0.122386	0.114949	0.107965	0.101404	0.0952416	0.0894535	0.0840169	0.0789104	0.0741141	0.069609	0.0653777	0.0614033	0.0576703	0.0541642	0.050871	0.0477779	0.0448727
14	1.20264	0.141841	1	1.01266	1.02412	1.03438	1.04341	1.0512	1.05774	1.06304	1.06708	1.06989	1.07147	1.07184	1.07101	1.06901	1.06586	1.06159	1.05625	1.04985	1.04244	1.03405	1.02474	1.01454	1.00349	0.991645	0.979048	0.965746	0.951787	0.937219	0.922089	0.906445	0.890334	0.873804	0.856899	0.839666	0.822148	0.804388	0.786428	0.768309	0.75007	0.731748	0.71338	0.695	0.67664	0.658332	0.640106	0.621989	0.604008	0.586187	0.568548	0.551114	0.533903	0.516933	0.500221	0.483782	0.467629	0.451773	0.436227	0.420998	0.406094	0.391523	0.37729	0.3634	0.349855	0.336659	0.323813	0.311317	0.299171	0.287374	0.275925	0.264822	0.25406	0.243638	0.23355	0.223793	0.214361	0.205249	0.196451	0.187963	0.179777	0.171887	0.164286	0.156969	0.149927	0.143154	0.136643	0.130388	0.124379	0.118612	0.113078	0.107771	0.102682	0.0978067	0.0931364	0.0886648	0.0843851	0.0802906	0.076375	0.0726317	0.0690545	0.0656372	0.0623739	0.0592588	0.056286	0.05345	0.0507454	0.048167	0.0457097	0.0433683	0.0411383	0.0390148	0.0369934	0.0350697	0.0332396	0.0314988	0.0298436	0.0282701	0.0267746	0.0253537	0.024004	0.0227222	0.0215051	0.0203499	0.0192535	0.0182132	0.0172265	0.0162906	0.0154032	0.014562	0.0137647	0.0130091	0.0122933	0.0116152	0.010973	0.0103649	0.00978925	0.00924432	0.00872861	0.00824063	0.00777897	0.00734228	0.00692928	0.00653874	0.00616949	0.00582044	0.00549053	0.00517875	0.00488415	0.00460582	0.00434291	0.00409458	0.00386007	0.00363863	0.00342956	0.0032322	0.00304591	0.0028701	0.00270419	0.00254765	0.00239996	0.00226064	0.00212923	0.00200529	0.00188842	0.00177821	0.00167431	0.00157635	0.00148402	0.00139699	0.00131497	0.00123767	0.00116484	0.00109622	0.00103157	0.000970672	0.000913307	0.000859277	0.000808393	0.000760474	0.000715353	0.000672869	0.000632871	0.000595216	0.00055977	0.000526405	0.000495002	0.000465448	0.000437635	0.000411462	0.000386835	0.000363665	0.000341865	0.000321356	0.000302064	0.000283916	0.000266847	0.000250792	0.000235693	0.000221494	0.000208141	0.000195585	0.000183779	0.000172678	0.000162242	0.00015243	0.000143207	0.000134536	0.000126386	0.000118725	0.000111524	0.000104757	9.83967e-05	9.24196e-05	8.68027e-05	8.15245e-05	7.65648e-05	7.19046e-05	6.75259e-05	6.3412e-05	5.9547e-05	5.59158e-05	5.25046e-05	4.93001e-05	4.62899e-05	4.34624e-05	4.08064e-05	3.83118e-05	3.59687e-05	3.3768e-05	3.17013e-05	2.97603e-05	2.79374e-05	2.62256e-05	2.46181e-05	2.31086e-05	2.16912e-05	2.03603e-05	1.91106e-05	1.79373e-05	1.68356e-05	1.58013e-05	1.48302e-05
15	4.28833	0.146342	1	1.20549	1.4473	1.73062	2.06122	2.44539	2.88999	3.40247	3.99083	4.66366	5.43009	6.2998	7.28294	8.39011	9.63233	11.0209	12.5674	14.2835	16.1811	18.2716	20.5667	23.0774	25.8143	28.7873	32.0057	35.4776	39.2099	43.2083	47.477	52.0184	56.8333	61.9204	67.2763	72.8955	78.77	84.8898	91.2423	97.8124	104.583	111.534	118.643	125.887	133.239	140.671	148.155	155.658	163.149	170.595	177.963	185.219	192.329	199.262	205.983	212.463	218.672	224.581	230.164	235.397	240.258	244.728	248.79	252.43	255.638	258.405	260.725	262.597	264.019	264.994	265.528	265.629	265.304	264.568	263.431	261.911	260.022	257.783	255.213	252.33	249.156	245.709	242.012	238.084	233.947	229.622	225.128	220.486	215.716	210.835	205.862	200.814	195.709	190.562	185.387	180.2	175.014	169.84	164.69	159.576	154.506	149.491	144.537	139.653	134.845	130.119	125.481	120.935	116.484	112.133	107.884	103.739	99.7009	95.7703	91.9483	88.2355	84.6322	81.1381	77.7528	74.4758	71.3059	68.2422	65.2831	62.4272	59.6728	57.018	54.4609	51.9995	49.6315	47.3547	45.167	43.0659	41.0491	39.1143	37.259	35.4809	33.7775	32.1464	30.5854	29.092	27.6639	26.2988	24.9945	23.7488	22.5594	21.4244	20.3414	19.3087	18.3241	17.3857	16.4918	15.6403	14.8296	14.058	13.3238	12.6254	11.9612	11.3297	10.7296	10.1593	9.61758	9.1031	8.61463	8.15095	7.71092	7.29343	6.89741	6.52185	6.16577	5.82824	5.50834	5.20523	4.91808	4.64611	4.38856	4.14472	3.9139	3.69544	3.48872	3.29314	3.10814	2.93317	2.76771	2.61128	2.4634	2.32363	2.19155	2.06675	1.94884	1.83746	1.73227	1.63294	1.53914	1.4506	1.36701	1.28812	1.21366	1.14341	1.07713	1.01459	0.955611	0.899981	0.847518	0.798048	0.751405	0.707433	0.665982	0.626912	0.590091	0.555391	0.522695	0.491888	0.462865	0.435525	0.409772	0.385517	0.362674	0.341164	0.320909	0.301838	0.283884	0.266982	0.251071	0.236096	0.222001	0.208737	0.196254	0.184509	0.173457	0.163059	0.153277	0.144074	0.135418	0.127276	0.119617	0.112415	0.105641	0.0992714	0.0932817	0.0876497	0.0823543	0.0773757	0.0726952
16	3.47647	0.157961	1	1.15476	1.32851	1.5228	1.73923	1.97938	2.24483	2.53715	2.85786	3.20842	3.59021	4.00452	4.45252	4.93524	5.45356	6.00818	6.59961	7.22814	7.89386	8.59661	9.33597	10.1113	10.9216	11.7658	12.6424	13.5496	14.4855	15.4479	16.4343	17.4419	18.4679	19.5092	20.5624	21.6243	22.6911	23.7592	24.8249	25.8844	26.934	27.9697	28.9878	29.9847	30.9566	31.9001	32.8118	33.6885	34.5271	35.3249	36.079	36.7872	37.4473	38.0574	38.6157	39.1209	39.5719	39.9677	40.3078	40.5918	40.8195	40.9912	41.1072	41.1681	41.1748	41.1282	41.0295	40.8802	40.6818	40.4359	40.1445	39.8093	39.4326	39.0162	38.5626	38.0738	37.5521	36.9999	36.4195	35.8131	35.1831	34.5318	33.8613	33.174	32.472	31.7573	31.0321	30.2983	29.5578	28.8124	28.064	27.3141	26.5643	25.8162	25.0712	24.3305	23.5954	22.8671	22.1466	21.435	20.733	20.0415	19.3614	18.6931	18.0374	17.3946	16.7654	16.1501	15.549	14.9623	14.3903	13.8332	13.2911	12.764	12.2519	11.7549	11.273	10.8059	10.3536	9.91599	9.49286	9.08404	8.68929	8.30841	7.94112	7.58718	7.2463	6.91821	6.60259	6.29916	6.0076	5.7276	5.45884	5.201	4.95376	4.71681	4.48981	4.27246	4.06444	3.86543	3.67512	3.49322	3.31942	3.15343	2.99496	2.84373	2.69946	2.56187	2.43072	2.30573	2.18667	2.07328	1.96534	1.86261	1.76487	1.67191	1.58353	1.49951	1.41967	1.34382	1.27179	1.20339	1.13846	1.07684	1.01838	0.962931	0.910346	0.86049	0.813233	0.768449	0.726019	0.685826	0.647763	0.611722	0.577603	0.545311	0.514753	0.485842	0.458494	0.432629	0.408171	0.385047	0.363189	0.342531	0.32301	0.304566	0.287143	0.270686	0.255145	0.240471	0.226617	0.213539	0.201196	0.189547	0.178556	0.168186	0.158404	0.149177	0.140475	0.132269	0.124531	0.117237	0.110361	0.103879	0.0977709	0.0920145	0.0865904	0.08148	0.0766656	0.0721305	0.0678589	0.0638359	0.0600474	0.0564799	0.0531209	0.0499586	0.0469815	0.0441792	0.0415415	0.039059	0.0367228	0.0345243	0.0324557	0.0305093	0.0286782	0.0269555	0.0253351	0.0238108	0.0223772	0.0210289	0.0197608	0.0185684	0.0174472	0.0163929	0.0154016	0.0144697	0.0135936	0.01277	0.0119959	0.0112682	0.0105843	0.00994144	0.00933733
17	2.43622	0.0814616	1	1.08975	1.18586	1.28863	1.39834	1.51528	1.63975	1.77201	1.91236	2.06106	2.21837	2.38454	2.5598	2.7444	2.93852	3.14238	3.35614	3.57996	3.81398	4.05829	4.313	4.57816	4.85381	5.13995	5.43655	5.74356	6.06089	6.38843	6.72601	7.07346	7.43056	7.79704	8.17262	8.55698	8.94975	9.35054	9.75893	10.1745	10.5966	11.0249	11.4588	11.8977	12.341	12.788	13.2381	13.6906	14.1449	14.6002	15.0557	15.5108	15.9647	16.4165	16.8657	17.3113	17.7526	18.1888	18.6192	19.0431	19.4595	19.8679	20.2675	20.6575	21.0374	21.4063	21.7638	22.109	22.4416	22.7609	23.0663	23.3573	23.6336	23.8946	24.14	24.3694	24.5824	24.7788	24.9584	25.1208	25.266	25.3939	25.5042	25.597	25.6722	25.7299	25.7702	25.793	25.7985	25.787	25.7585	25.7133	25.6517	25.574	25.4804	25.3713	25.247	25.108	24.9546	24.7873	24.6065	24.4127	24.2063	23.9879	23.7579	23.5168	23.2652	23.0036	22.7325	22.4525	22.1641	21.8677	21.5641	21.2536	20.9368	20.6144	20.2866	19.9542	19.6175	19.2772	18.9336	18.5873	18.2387	17.8884	17.5366	17.1839	16.8307	16.4774	16.1243	15.7719	15.4205	15.0705	14.7222	14.3759	14.0319	13.6905	13.352	13.0166	12.6846	12.3562	12.0316	11.711	11.3945	11.0825	10.775	10.4721	10.174	9.88081	9.59263	9.30955	9.03166	8.75901	8.49168	8.2297	7.97312	7.72196	7.47625	7.236	7.0012	6.77186	6.54795	6.32947	6.11638	5.90866	5.70625	5.50912	5.31722	5.1305	4.94889	4.77233	4.60076	4.43411	4.27229	4.11524	3.96288	3.81513	3.6719	3.53311	3.39867	3.2685	3.1425	3.02059	2.90268	2.78867	2.67848	2.57201	2.46918	2.36989	2.27405	2.18157	2.09237	2.00636	1.92344	1.84353	1.76655	1.69241	1.62103	1.55232	1.4862	1.4226	1.36143	1.30262	1.2461	1.19179	1.13961	1.0895	1.04139	0.995205	0.950886	0.908367	0.867584	0.828476	0.790984	0.75505	0.720617	0.68763	0.656036	0.625782	0.59682	0.569099	0.542573	0.517195	0.492921	0.469708	0.447515	0.426301	0.406027	0.386655	0.368149	0.350474	0.333596	0.317482	0.302101	0.287421	0.273414	0.260051	0.247305	0.23515	0.223561	0.212512	0.201981	0.191946	0.182384
18	2.40864	0.0395854	1	1.08802	1.18299	1.28535	1.39563	1.51434	1.64203	1.7793	1.92675	2.08502	2.25479	2.43677	2.6317	2.84035	3.06354	3.3021	3.55693	3.82895	4.1191	4.42839	4.75785	5.10855	5.48161	5.87819	6.29946	6.74667	7.22109	7.72402	8.25682	8.82088	9.41761	10.0485	10.715	11.4187	12.1611	12.9439	13.7686	14.6369	15.5505	16.5111	17.5203	18.5801	19.692	20.8579	22.0794	23.3585	24.6968	26.0961	27.5581	29.0846	30.6772	32.3377	34.0677	35.8688	37.7424	39.6902	41.7135	43.8137	45.992	48.2498	50.588	53.0076	55.5096	58.0947	60.7635	63.5166	66.3542	69.2767	72.284	75.3759	78.5522	81.8123	85.1556	88.5811	92.0878	95.6741	99.3387	103.08	106.895	110.782	114.739	118.763	122.851	126.999	131.203	135.461	139.769	144.121	148.513	152.941	157.4	161.884	166.388	170.906	175.433	179.962	184.487	189.003	193.502	197.978	202.424	206.834	211.201	215.517	219.776	223.971	228.096	232.143	236.105	239.977	243.751	247.421	250.981	254.425	257.747	260.941	264.003	266.926	269.707	272.34	274.822	277.148	279.315	281.32	283.16	284.832	286.335	287.667	288.826	289.811	290.622	291.259	291.721	292.01	292.125	292.069	291.843	291.449	290.889	290.166	289.282	288.24	287.044	285.698	284.204	282.568	280.794	278.885	276.847	274.684	272.401	270.003	267.494	264.881	262.168	259.36	256.463	253.482	250.422	247.288	244.085	240.819	237.495	234.118	230.692	227.223	223.715	220.173	216.602	213.006	209.389	205.756	202.111	198.458	194.8	191.141	187.486	183.836	180.197	176.569	172.958	169.365	165.793	162.246	158.724	155.231	151.769	148.34	144.945	141.587	138.266	134.986	131.746	128.549	125.396	122.286	119.223	116.206	113.236	110.314	107.441	104.616	101.841	99.1156	96.4401	93.8148	91.2399	88.7152	86.2409	83.8168	81.4428	79.1188	76.8446	74.6197	72.444	70.3171	68.2386	66.208	64.2248	62.2887	60.3989	58.5551	56.7566	55.0029	53.2932	51.627	50.0036	48.4224	46.8827	45.3837	43.9248	42.5054	41.1246	39.7817	38.4761	37.207	35.9737	34.7755	33.6116	32.4813	31.3839
19	3.96943	0.191347	1	1.18556	1.39852	1.64162	1.91769	2.22958	2.58017	2.97229	3.40872	3.89211	4.42496	5.00958	5.648	6.34199	7.09298	7.90199	8.76967	9.69618	10.6812	11.724	12.8232	13.9769	15.1828	16.4379	17.7388	19.0815	20.4616	21.8743	23.3142	24.7757	26.2528	27.7393	29.2289	30.7148	32.1905	33.6493	35.0845	36.4896	37.8582	39.1842	40.4616	41.6849	42.8489	43.9486	44.9798	45.9385	46.8212	47.625	48.3475	48.9866	49.5411	50.0099	50.3926	50.6894	50.9006	51.0273	51.0707	51.0328	50.9155	50.7212	50.4528	50.1131	49.7053	49.2329	48.6994	48.1083	47.4636	46.769	46.0284	45.2456	44.4246	43.5691	42.683	41.7699	40.8334	39.8771	38.9043	37.9184	36.9223	35.9192	34.9118	33.9029	32.8948	31.89	30.8908	29.899	28.9167	27.9455	26.987	26.0426	25.1137	24.2014	23.3066	22.4304	21.5734	20.7363	19.9197	19.124	18.3495	17.5966	16.8654	16.1559	15.4682	14.8024	14.1581	13.5354	12.934	12.3537	11.7941	11.255	10.7359	10.2365	9.75636	9.29508	8.85219	8.42723	8.01972	7.62918	7.25512	6.89704	6.55445	6.22685	5.91375	5.61465	5.32907	5.05653	4.79654	4.54864	4.31237	4.08728	3.87292	3.66887	3.47471	3.29003	3.11442	2.9475	2.7889	2.63825	2.4952	2.35942	2.23056	2.10832	1.99239	1.88248	1.7783	1.67958	1.58606	1.49748	1.41362	1.33423	1.2591	1.18801	1.12076	1.05716	0.997029	0.94018	0.88645	0.835676	0.787707	0.742394	0.6996	0.659191	0.621042	0.585031	0.551046	0.518976	0.488719	0.460178	0.433258	0.407871	0.383934	0.361366	0.340093	0.320043	0.301148	0.283343	0.266568	0.250765	0.23588	0.22186	0.208658	0.196226	0.184521	0.173502	0.163129	0.153366	0.144178	0.135531	0.127394	0.119738	0.112536	0.10576	0.099387	0.0933924	0.0877544	0.0824524	0.0774665	0.0727785	0.0683706	0.0642266	0.0603308	0.0566687	0.0532264	0.049991	0.0469503	0.0440925	0.0414071	0.0388835	0.0365124	0.0342845	0.0321913	0.0302248	0.0283775	0.0266421	0.0250119	0.0234807	0.0220426	0.0206918	0.0194233	0.0182319	0.0171131	0.0160625	0.015076	0.0141497	0.0132799	0.0124633	0.0116966	0.0109768	0.010301	0.00966659	0.00907104	0.008512	0.00798723	0.00749465	0.0070323	0.00659834	0.00619103	0.00580875	0.00544997	0.00511326	0.00479726
20	3.08642	0.159624	1	1.13038	1.27341	1.42972	1.59994	1.78461	1.98425	2.19932	2.43018	2.67713	2.94039	3.22008	3.51622	3.82872	4.15739	4.50193	4.86191	5.23679	5.62592	6.02853	6.44374	6.87055	7.30788	7.75453	8.20922	8.67057	9.13716	9.60747	10.0799	10.553	11.025	11.4942	11.9591	12.4179	12.8691	13.311	13.742	14.1606	14.5654	14.9548	15.3277	15.6828	16.0189	16.335	16.63	16.9033	17.154	17.3815	17.5853	17.765	17.9204	18.0512	18.1574	18.2389	18.2961	18.329	18.3381	18.3237	18.2864	18.2267	18.1453	18.0428	17.9201	17.778	17.6173	17.4389	17.2438	17.033	16.8073	16.5679	16.3156	16.0516	15.7767	15.4921	15.1986	14.8973	14.5891	14.275	13.9557	13.6323	13.3055	12.9762	12.6451	12.3131	11.9807	11.6488	11.3178	10.9885	10.6613	10.3369	10.0156	9.69799	9.38443	9.07531	8.77097	8.47172	8.17784	7.88958	7.60716	7.33076	7.06055	6.79667	6.53921	6.28828	6.04392	5.8062	5.57512	5.35071	5.13293	4.92178	4.7172	4.51915	4.32756	4.14234	3.96342	3.79069	3.62405	3.46339	3.3086	3.15954	3.0161	2.87813	2.74551	2.6181	2.49576	2.37835	2.26573	2.15776	2.05428	1.95518	1.8603	1.7695	1.68265	1.59961	1.52025	1.44443	1.37203	1.30293	1.23698	1.17408	1.11411	1.05694	1.00247	0.950591	0.901191	0.854168	0.809423	0.766859	0.726381	0.687898	0.651324	0.616573	0.583563	0.552216	0.522456	0.494211	0.467409	0.441983	0.417869	0.395005	0.37333	0.352787	0.333323	0.314883	0.297419	0.280881	0.265224	0.250404	0.23638	0.22311	0.210556	0.198683	0.187455	0.176839	0.166804	0.157319	0.148356	0.139887	0.131886	0.124329	0.117192	0.110453	0.10409	0.0980842	0.0924151	0.087065	0.0820166	0.0772536	0.0727603	0.0685221	0.0645249	0.0607556	0.0572015	0.0538507	0.050692	0.0477147	0.0449087	0.0422644	0.0397727	0.0374251	0.0352135	0.0331302	0.0311679	0.0293199	0.0275795	0.0259407	0.0243977	0.022945	0.0215774	0.0202901	0.0190785	0.0179381	0.016865	0.0158551	0.0149049	0.0140108	0.0131697	0.0123785	0.0116341	0.010934	0.0102755	0.00965623	0.00907382	0.00852614	0.00801116	0.00752695	0.00707169	0.00664369	0.00624133	0.00586309	0.00550756	0.00517337	0.00485928	0.00456409	0.00428667	0.00402596	0.00378097	0.00355077	0.00333447	0.00313124	0.0029403
